pair,FileName,Subfolder,ImageName,Description,Majority_Label,Confidence
pair_4627,1328_2,5150K,1328_2_gt.jpg,"This is an indoor image with a minimalist setting and a black background. The subject is a man dressed in a formal suit, seated on a chair. He conveys a sense of solemnity and elegance, characteristic of portrait photography.",1,1
pair_4627,1328_2,2400K,1328_2_2400K.jpg,"This is an indoor image with a minimalist setting and a black background. The subject is a man dressed in a formal suit, seated on a chair. He conveys a sense of solemnity and elegance, characteristic of portrait photography.",-1,1
pair_4628,1328_2,5150K,1328_2_gt.jpg,"This is an indoor image with a minimalist setting and a black background. The subject is a man dressed in a formal suit, seated on a chair. He conveys a sense of solemnity and elegance, characteristic of portrait photography.",1,1
pair_4628,1328_2,2200K,1328_2_2200K.jpg,"This is an indoor image with a minimalist setting and a black background. The subject is a man dressed in a formal suit, seated on a chair. He conveys a sense of solemnity and elegance, characteristic of portrait photography.",-1,1
pair_4629,1328_2,5150K,1328_2_gt.jpg,"This is an indoor image with a minimalist setting and a black background. The subject is a man dressed in a formal suit, seated on a chair. He conveys a sense of solemnity and elegance, characteristic of portrait photography.",1,1
pair_4629,1328_2,2000K,1328_2_2000K.jpg,"This is an indoor image with a minimalist setting and a black background. The subject is a man dressed in a formal suit, seated on a chair. He conveys a sense of solemnity and elegance, characteristic of portrait photography.",-1,1
pair_463,1028_0,4400K,1028_0_gt.jpg,"This is an image in a garden with the theme of harmony between humans and nature. It depicts a woman in a floral-patterned dress interacting with lush green vegetation and purple flowers, and belongs to the genre of portrait photography.",1,1
pair_463,1028_0,2000K,1028_0_2000K.jpg,"This is an image in a garden with the theme of harmony between humans and nature. It depicts a woman in a floral-patterned dress interacting with lush green vegetation and purple flowers, and belongs to the genre of portrait photography.",-1,1
pair_4630,1329_2,4000K,1329_2_4000K.jpg,"This is an image set in a forest or garden environment, featuring a woman in a blue dress sitting on a tree branch, holding a bouquet of lilacs in her hand. It exudes a natural and leisurely atmosphere and belongs to the genre of portrait photography.",-1,0.522782999
pair_4630,1329_2,6800K,1329_2_6800K.jpg,"This is an image set in a forest or garden environment, featuring a woman in a blue dress sitting on a tree branch, holding a bouquet of lilacs in her hand. It exudes a natural and leisurely atmosphere and belongs to the genre of portrait photography.",1,0.522782999
pair_4631,1329_2,3200K,1329_2_3200K.jpg,"This is an image set in a forest or garden environment, featuring a woman in a blue dress sitting on a tree branch, holding a bouquet of lilacs in her hand. It exudes a natural and leisurely atmosphere and belongs to the genre of portrait photography.",-1,0.728217778
pair_4631,1329_2,10000K,1329_2_10000K.jpg,"This is an image set in a forest or garden environment, featuring a woman in a blue dress sitting on a tree branch, holding a bouquet of lilacs in her hand. It exudes a natural and leisurely atmosphere and belongs to the genre of portrait photography.",1,0.728217778
pair_4632,1329_2,5050K,1329_2_gt.jpg,"This is an image set in a forest or garden environment, featuring a woman in a blue dress sitting on a tree branch, holding a bouquet of lilacs in her hand. It exudes a natural and leisurely atmosphere and belongs to the genre of portrait photography.",1,1
pair_4632,1329_2,6800K,1329_2_6800K.jpg,"This is an image set in a forest or garden environment, featuring a woman in a blue dress sitting on a tree branch, holding a bouquet of lilacs in her hand. It exudes a natural and leisurely atmosphere and belongs to the genre of portrait photography.",-1,1
pair_4633,1329_2,5050K,1329_2_gt.jpg,"This is an image set in a forest or garden environment, featuring a woman in a blue dress sitting on a tree branch, holding a bouquet of lilacs in her hand. It exudes a natural and leisurely atmosphere and belongs to the genre of portrait photography.",1,1
pair_4633,1329_2,4000K,1329_2_4000K.jpg,"This is an image set in a forest or garden environment, featuring a woman in a blue dress sitting on a tree branch, holding a bouquet of lilacs in her hand. It exudes a natural and leisurely atmosphere and belongs to the genre of portrait photography.",-1,1
pair_4634,1329_2,5050K,1329_2_gt.jpg,"This is an image set in a forest or garden environment, featuring a woman in a blue dress sitting on a tree branch, holding a bouquet of lilacs in her hand. It exudes a natural and leisurely atmosphere and belongs to the genre of portrait photography.",1,1
pair_4634,1329_2,10000K,1329_2_10000K.jpg,"This is an image set in a forest or garden environment, featuring a woman in a blue dress sitting on a tree branch, holding a bouquet of lilacs in her hand. It exudes a natural and leisurely atmosphere and belongs to the genre of portrait photography.",-1,1
pair_4635,1329_2,5050K,1329_2_gt.jpg,"This is an image set in a forest or garden environment, featuring a woman in a blue dress sitting on a tree branch, holding a bouquet of lilacs in her hand. It exudes a natural and leisurely atmosphere and belongs to the genre of portrait photography.",1,1
pair_4635,1329_2,3200K,1329_2_3200K.jpg,"This is an image set in a forest or garden environment, featuring a woman in a blue dress sitting on a tree branch, holding a bouquet of lilacs in her hand. It exudes a natural and leisurely atmosphere and belongs to the genre of portrait photography.",-1,1
pair_4636,1329_2,5050K,1329_2_gt.jpg,"This is an image set in a forest or garden environment, featuring a woman in a blue dress sitting on a tree branch, holding a bouquet of lilacs in her hand. It exudes a natural and leisurely atmosphere and belongs to the genre of portrait photography.",1,1
pair_4636,1329_2,2600K,1329_2_2600K.jpg,"This is an image set in a forest or garden environment, featuring a woman in a blue dress sitting on a tree branch, holding a bouquet of lilacs in her hand. It exudes a natural and leisurely atmosphere and belongs to the genre of portrait photography.",-1,1
pair_4637,1329_2,5050K,1329_2_gt.jpg,"This is an image set in a forest or garden environment, featuring a woman in a blue dress sitting on a tree branch, holding a bouquet of lilacs in her hand. It exudes a natural and leisurely atmosphere and belongs to the genre of portrait photography.",1,1
pair_4637,1329_2,2200K,1329_2_2200K.jpg,"This is an image set in a forest or garden environment, featuring a woman in a blue dress sitting on a tree branch, holding a bouquet of lilacs in her hand. It exudes a natural and leisurely atmosphere and belongs to the genre of portrait photography.",-1,1
pair_4638,1329_2,5050K,1329_2_gt.jpg,"This is an image set in a forest or garden environment, featuring a woman in a blue dress sitting on a tree branch, holding a bouquet of lilacs in her hand. It exudes a natural and leisurely atmosphere and belongs to the genre of portrait photography.",1,1
pair_4638,1329_2,2000K,1329_2_2000K.jpg,"This is an image set in a forest or garden environment, featuring a woman in a blue dress sitting on a tree branch, holding a bouquet of lilacs in her hand. It exudes a natural and leisurely atmosphere and belongs to the genre of portrait photography.",-1,1
pair_4639,132_0,3800K,132_0_3800K.jpg,"This is an image of an indoor setting featuring a woman in a vintage-style wedding dress. The theme exudes elegance and a gentle aura, representing portrait photography.",0,0.5
pair_4639,132_0,5400K,132_0_5400K.jpg,"This is an image of an indoor setting featuring a woman in a vintage-style wedding dress. The theme exudes elegance and a gentle aura, representing portrait photography.",0,0.5
pair_464,1028_4,3800K,1028_4_3800K.jpg,"This is an image of a city street, featuring a woman in a patterned dress resting by the roadside. In the background, there are blurred vehicles and motorcycles in motion, characteristic of portrait photography.",-1,0.522782999
pair_464,1028_4,5800K,1028_4_5800K.jpg,"This is an image of a city street, featuring a woman in a patterned dress resting by the roadside. In the background, there are blurred vehicles and motorcycles in motion, characteristic of portrait photography.",1,0.522782999
pair_4640,132_0,3000K,132_0_3000K.jpg,"This is an image of an indoor setting featuring a woman in a vintage-style wedding dress. The theme exudes elegance and a gentle aura, representing portrait photography.",-1,1
pair_4640,132_0,6600K,132_0_6600K.jpg,"This is an image of an indoor setting featuring a woman in a vintage-style wedding dress. The theme exudes elegance and a gentle aura, representing portrait photography.",1,1
pair_4641,132_0,2600K,132_0_2600K.jpg,"This is an image of an indoor setting featuring a woman in a vintage-style wedding dress. The theme exudes elegance and a gentle aura, representing portrait photography.",-1,1
pair_4641,132_0,10000K,132_0_10000K.jpg,"This is an image of an indoor setting featuring a woman in a vintage-style wedding dress. The theme exudes elegance and a gentle aura, representing portrait photography.",1,1
pair_4642,132_0,4450K,132_0_gt.jpg,"This is an image of an indoor setting featuring a woman in a vintage-style wedding dress. The theme exudes elegance and a gentle aura, representing portrait photography.",1,1
pair_4642,132_0,3800K,132_0_3800K.jpg,"This is an image of an indoor setting featuring a woman in a vintage-style wedding dress. The theme exudes elegance and a gentle aura, representing portrait photography.",-1,1
pair_4643,132_0,4450K,132_0_gt.jpg,"This is an image of an indoor setting featuring a woman in a vintage-style wedding dress. The theme exudes elegance and a gentle aura, representing portrait photography.",1,1
pair_4643,132_0,5400K,132_0_5400K.jpg,"This is an image of an indoor setting featuring a woman in a vintage-style wedding dress. The theme exudes elegance and a gentle aura, representing portrait photography.",-1,1
pair_4644,132_0,4450K,132_0_gt.jpg,"This is an image of an indoor setting featuring a woman in a vintage-style wedding dress. The theme exudes elegance and a gentle aura, representing portrait photography.",1,1
pair_4644,132_0,6600K,132_0_6600K.jpg,"This is an image of an indoor setting featuring a woman in a vintage-style wedding dress. The theme exudes elegance and a gentle aura, representing portrait photography.",-1,1
pair_4645,132_0,4450K,132_0_gt.jpg,"This is an image of an indoor setting featuring a woman in a vintage-style wedding dress. The theme exudes elegance and a gentle aura, representing portrait photography.",1,1
pair_4645,132_0,3000K,132_0_3000K.jpg,"This is an image of an indoor setting featuring a woman in a vintage-style wedding dress. The theme exudes elegance and a gentle aura, representing portrait photography.",-1,1
pair_4646,132_0,4450K,132_0_gt.jpg,"This is an image of an indoor setting featuring a woman in a vintage-style wedding dress. The theme exudes elegance and a gentle aura, representing portrait photography.",1,1
pair_4646,132_0,10000K,132_0_10000K.jpg,"This is an image of an indoor setting featuring a woman in a vintage-style wedding dress. The theme exudes elegance and a gentle aura, representing portrait photography.",-1,1
pair_4647,132_0,4450K,132_0_gt.jpg,"This is an image of an indoor setting featuring a woman in a vintage-style wedding dress. The theme exudes elegance and a gentle aura, representing portrait photography.",1,1
pair_4647,132_0,2600K,132_0_2600K.jpg,"This is an image of an indoor setting featuring a woman in a vintage-style wedding dress. The theme exudes elegance and a gentle aura, representing portrait photography.",-1,1
pair_4648,132_0,4450K,132_0_gt.jpg,"This is an image of an indoor setting featuring a woman in a vintage-style wedding dress. The theme exudes elegance and a gentle aura, representing portrait photography.",1,1
pair_4648,132_0,2000K,132_0_2000K.jpg,"This is an image of an indoor setting featuring a woman in a vintage-style wedding dress. The theme exudes elegance and a gentle aura, representing portrait photography.",-1,1
pair_4649,132_6,3400K,132_6_3400K.jpg,"This is an image of an indoor setting, featuring a woman dressed in a white wedding gown or formal dress, seated by the window. She is holding an intricately designed vintage-style lampshade. The overall atmosphere is gentle and romantic, belonging to the category of portrait photography.",-1,0.522782999
pair_4649,132_6,4800K,132_6_4800K.jpg,"This is an image of an indoor setting, featuring a woman dressed in a white wedding gown or formal dress, seated by the window. She is holding an intricately designed vintage-style lampshade. The overall atmosphere is gentle and romantic, belonging to the category of portrait photography.",1,0.522782999
pair_465,1028_4,3200K,1028_4_3200K.jpg,"This is an image of a city street, featuring a woman in a patterned dress resting by the roadside. In the background, there are blurred vehicles and motorcycles in motion, characteristic of portrait photography.",-1,0.594360938
pair_465,1028_4,10000K,1028_4_10000K.jpg,"This is an image of a city street, featuring a woman in a patterned dress resting by the roadside. In the background, there are blurred vehicles and motorcycles in motion, characteristic of portrait photography.",1,0.594360938
pair_4650,132_6,3000K,132_6_3000K.jpg,"This is an image of an indoor setting, featuring a woman dressed in a white wedding gown or formal dress, seated by the window. She is holding an intricately designed vintage-style lampshade. The overall atmosphere is gentle and romantic, belonging to the category of portrait photography.",-1,1
pair_4650,132_6,6000K,132_6_6000K.jpg,"This is an image of an indoor setting, featuring a woman dressed in a white wedding gown or formal dress, seated by the window. She is holding an intricately designed vintage-style lampshade. The overall atmosphere is gentle and romantic, belonging to the category of portrait photography.",1,1
pair_4651,132_6,2600K,132_6_2600K.jpg,"This is an image of an indoor setting, featuring a woman dressed in a white wedding gown or formal dress, seated by the window. She is holding an intricately designed vintage-style lampshade. The overall atmosphere is gentle and romantic, belonging to the category of portrait photography.",-1,1
pair_4651,132_6,10000K,132_6_10000K.jpg,"This is an image of an indoor setting, featuring a woman dressed in a white wedding gown or formal dress, seated by the window. She is holding an intricately designed vintage-style lampshade. The overall atmosphere is gentle and romantic, belonging to the category of portrait photography.",1,1
pair_4652,132_6,4150K,132_6_gt.jpg,"This is an image of an indoor setting, featuring a woman dressed in a white wedding gown or formal dress, seated by the window. She is holding an intricately designed vintage-style lampshade. The overall atmosphere is gentle and romantic, belonging to the category of portrait photography.",1,1
pair_4652,132_6,4800K,132_6_4800K.jpg,"This is an image of an indoor setting, featuring a woman dressed in a white wedding gown or formal dress, seated by the window. She is holding an intricately designed vintage-style lampshade. The overall atmosphere is gentle and romantic, belonging to the category of portrait photography.",-1,1
pair_4653,132_6,4150K,132_6_gt.jpg,"This is an image of an indoor setting, featuring a woman dressed in a white wedding gown or formal dress, seated by the window. She is holding an intricately designed vintage-style lampshade. The overall atmosphere is gentle and romantic, belonging to the category of portrait photography.",1,1
pair_4653,132_6,3400K,132_6_3400K.jpg,"This is an image of an indoor setting, featuring a woman dressed in a white wedding gown or formal dress, seated by the window. She is holding an intricately designed vintage-style lampshade. The overall atmosphere is gentle and romantic, belonging to the category of portrait photography.",-1,1
pair_4654,132_6,4150K,132_6_gt.jpg,"This is an image of an indoor setting, featuring a woman dressed in a white wedding gown or formal dress, seated by the window. She is holding an intricately designed vintage-style lampshade. The overall atmosphere is gentle and romantic, belonging to the category of portrait photography.",1,1
pair_4654,132_6,6000K,132_6_6000K.jpg,"This is an image of an indoor setting, featuring a woman dressed in a white wedding gown or formal dress, seated by the window. She is holding an intricately designed vintage-style lampshade. The overall atmosphere is gentle and romantic, belonging to the category of portrait photography.",-1,1
pair_4655,132_6,4150K,132_6_gt.jpg,"This is an image of an indoor setting, featuring a woman dressed in a white wedding gown or formal dress, seated by the window. She is holding an intricately designed vintage-style lampshade. The overall atmosphere is gentle and romantic, belonging to the category of portrait photography.",1,1
pair_4655,132_6,3000K,132_6_3000K.jpg,"This is an image of an indoor setting, featuring a woman dressed in a white wedding gown or formal dress, seated by the window. She is holding an intricately designed vintage-style lampshade. The overall atmosphere is gentle and romantic, belonging to the category of portrait photography.",-1,1
pair_4656,132_6,4150K,132_6_gt.jpg,"This is an image of an indoor setting, featuring a woman dressed in a white wedding gown or formal dress, seated by the window. She is holding an intricately designed vintage-style lampshade. The overall atmosphere is gentle and romantic, belonging to the category of portrait photography.",1,1
pair_4656,132_6,10000K,132_6_10000K.jpg,"This is an image of an indoor setting, featuring a woman dressed in a white wedding gown or formal dress, seated by the window. She is holding an intricately designed vintage-style lampshade. The overall atmosphere is gentle and romantic, belonging to the category of portrait photography.",-1,1
pair_4657,132_6,4150K,132_6_gt.jpg,"This is an image of an indoor setting, featuring a woman dressed in a white wedding gown or formal dress, seated by the window. She is holding an intricately designed vintage-style lampshade. The overall atmosphere is gentle and romantic, belonging to the category of portrait photography.",1,1
pair_4657,132_6,2600K,132_6_2600K.jpg,"This is an image of an indoor setting, featuring a woman dressed in a white wedding gown or formal dress, seated by the window. She is holding an intricately designed vintage-style lampshade. The overall atmosphere is gentle and romantic, belonging to the category of portrait photography.",-1,1
pair_4658,132_6,4150K,132_6_gt.jpg,"This is an image of an indoor setting, featuring a woman dressed in a white wedding gown or formal dress, seated by the window. She is holding an intricately designed vintage-style lampshade. The overall atmosphere is gentle and romantic, belonging to the category of portrait photography.",1,1
pair_4658,132_6,2000K,132_6_2000K.jpg,"This is an image of an indoor setting, featuring a woman dressed in a white wedding gown or formal dress, seated by the window. She is holding an intricately designed vintage-style lampshade. The overall atmosphere is gentle and romantic, belonging to the category of portrait photography.",-1,1
pair_4659,1330_5,4000K,1330_5_4000K.jpg,"This is an image of a rural landscape, featuring a woman sitting quietly in the soft summer fields. She is surrounded by blooming sunflowers under the bright sunshine. The photo belongs to portrait photography.",1,0.522782999
pair_4659,1330_5,6600K,1330_5_6600K.jpg,"This is an image of a rural landscape, featuring a woman sitting quietly in the soft summer fields. She is surrounded by blooming sunflowers under the bright sunshine. The photo belongs to portrait photography.",-1,0.522782999
pair_466,1028_4,4400K,1028_4_gt.jpg,"This is an image of a city street, featuring a woman in a patterned dress resting by the roadside. In the background, there are blurred vehicles and motorcycles in motion, characteristic of portrait photography.",1,1
pair_466,1028_4,3800K,1028_4_3800K.jpg,"This is an image of a city street, featuring a woman in a patterned dress resting by the roadside. In the background, there are blurred vehicles and motorcycles in motion, characteristic of portrait photography.",-1,1
pair_4660,1330_5,3200K,1330_5_3200K.jpg,"This is an image of a rural landscape, featuring a woman sitting quietly in the soft summer fields. She is surrounded by blooming sunflowers under the bright sunshine. The photo belongs to portrait photography.",-1,0.594360938
pair_4660,1330_5,10000K,1330_5_10000K.jpg,"This is an image of a rural landscape, featuring a woman sitting quietly in the soft summer fields. She is surrounded by blooming sunflowers under the bright sunshine. The photo belongs to portrait photography.",1,0.594360938
pair_4661,1330_5,5050K,1330_5_gt.jpg,"This is an image of a rural landscape, featuring a woman sitting quietly in the soft summer fields. She is surrounded by blooming sunflowers under the bright sunshine. The photo belongs to portrait photography.",1,1
pair_4661,1330_5,6600K,1330_5_6600K.jpg,"This is an image of a rural landscape, featuring a woman sitting quietly in the soft summer fields. She is surrounded by blooming sunflowers under the bright sunshine. The photo belongs to portrait photography.",-1,1
pair_4662,1330_5,5050K,1330_5_gt.jpg,"This is an image of a rural landscape, featuring a woman sitting quietly in the soft summer fields. She is surrounded by blooming sunflowers under the bright sunshine. The photo belongs to portrait photography.",1,1
pair_4662,1330_5,4000K,1330_5_4000K.jpg,"This is an image of a rural landscape, featuring a woman sitting quietly in the soft summer fields. She is surrounded by blooming sunflowers under the bright sunshine. The photo belongs to portrait photography.",-1,1
pair_4663,1330_5,5050K,1330_5_gt.jpg,"This is an image of a rural landscape, featuring a woman sitting quietly in the soft summer fields. She is surrounded by blooming sunflowers under the bright sunshine. The photo belongs to portrait photography.",1,1
pair_4663,1330_5,10000K,1330_5_10000K.jpg,"This is an image of a rural landscape, featuring a woman sitting quietly in the soft summer fields. She is surrounded by blooming sunflowers under the bright sunshine. The photo belongs to portrait photography.",-1,1
pair_4664,1330_5,5050K,1330_5_gt.jpg,"This is an image of a rural landscape, featuring a woman sitting quietly in the soft summer fields. She is surrounded by blooming sunflowers under the bright sunshine. The photo belongs to portrait photography.",1,1
pair_4664,1330_5,3200K,1330_5_3200K.jpg,"This is an image of a rural landscape, featuring a woman sitting quietly in the soft summer fields. She is surrounded by blooming sunflowers under the bright sunshine. The photo belongs to portrait photography.",-1,1
pair_4665,1330_5,5050K,1330_5_gt.jpg,"This is an image of a rural landscape, featuring a woman sitting quietly in the soft summer fields. She is surrounded by blooming sunflowers under the bright sunshine. The photo belongs to portrait photography.",1,1
pair_4665,1330_5,2800K,1330_5_2800K.jpg,"This is an image of a rural landscape, featuring a woman sitting quietly in the soft summer fields. She is surrounded by blooming sunflowers under the bright sunshine. The photo belongs to portrait photography.",-1,1
pair_4666,1330_5,5050K,1330_5_gt.jpg,"This is an image of a rural landscape, featuring a woman sitting quietly in the soft summer fields. She is surrounded by blooming sunflowers under the bright sunshine. The photo belongs to portrait photography.",1,1
pair_4666,1330_5,2400K,1330_5_2400K.jpg,"This is an image of a rural landscape, featuring a woman sitting quietly in the soft summer fields. She is surrounded by blooming sunflowers under the bright sunshine. The photo belongs to portrait photography.",-1,1
pair_4667,1330_5,5050K,1330_5_gt.jpg,"This is an image of a rural landscape, featuring a woman sitting quietly in the soft summer fields. She is surrounded by blooming sunflowers under the bright sunshine. The photo belongs to portrait photography.",1,1
pair_4667,1330_5,2000K,1330_5_2000K.jpg,"This is an image of a rural landscape, featuring a woman sitting quietly in the soft summer fields. She is surrounded by blooming sunflowers under the bright sunshine. The photo belongs to portrait photography.",-1,1
pair_4668,1331_2,3600K,1331_2_3600K.jpg,"This is an image of an outdoor staircase scene illuminated by warm lighting. The subject is a young woman in casual attire sitting on the steps, with a bottle of beer placed beside her. It belongs to the genre of portrait photography.",-1,0.522782999
pair_4668,1331_2,5600K,1331_2_5600K.jpg,"This is an image of an outdoor staircase scene illuminated by warm lighting. The subject is a young woman in casual attire sitting on the steps, with a bottle of beer placed beside her. It belongs to the genre of portrait photography.",1,0.522782999
pair_4669,1331_2,3000K,1331_2_3000K.jpg,"This is an image of an outdoor staircase scene illuminated by warm lighting. The subject is a young woman in casual attire sitting on the steps, with a bottle of beer placed beside her. It belongs to the genre of portrait photography.",1,0.594360938
pair_4669,1331_2,10000K,1331_2_10000K.jpg,"This is an image of an outdoor staircase scene illuminated by warm lighting. The subject is a young woman in casual attire sitting on the steps, with a bottle of beer placed beside her. It belongs to the genre of portrait photography.",-1,0.594360938
pair_467,1028_4,4400K,1028_4_gt.jpg,"This is an image of a city street, featuring a woman in a patterned dress resting by the roadside. In the background, there are blurred vehicles and motorcycles in motion, characteristic of portrait photography.",1,1
pair_467,1028_4,5800K,1028_4_5800K.jpg,"This is an image of a city street, featuring a woman in a patterned dress resting by the roadside. In the background, there are blurred vehicles and motorcycles in motion, characteristic of portrait photography.",-1,1
pair_4670,1331_2,4150K,1331_2_gt.jpg,"This is an image of an outdoor staircase scene illuminated by warm lighting. The subject is a young woman in casual attire sitting on the steps, with a bottle of beer placed beside her. It belongs to the genre of portrait photography.",1,1
pair_4670,1331_2,3600K,1331_2_3600K.jpg,"This is an image of an outdoor staircase scene illuminated by warm lighting. The subject is a young woman in casual attire sitting on the steps, with a bottle of beer placed beside her. It belongs to the genre of portrait photography.",-1,1
pair_4671,1331_2,4150K,1331_2_gt.jpg,"This is an image of an outdoor staircase scene illuminated by warm lighting. The subject is a young woman in casual attire sitting on the steps, with a bottle of beer placed beside her. It belongs to the genre of portrait photography.",1,1
pair_4671,1331_2,5600K,1331_2_5600K.jpg,"This is an image of an outdoor staircase scene illuminated by warm lighting. The subject is a young woman in casual attire sitting on the steps, with a bottle of beer placed beside her. It belongs to the genre of portrait photography.",-1,1
pair_4672,1331_2,4150K,1331_2_gt.jpg,"This is an image of an outdoor staircase scene illuminated by warm lighting. The subject is a young woman in casual attire sitting on the steps, with a bottle of beer placed beside her. It belongs to the genre of portrait photography.",1,1
pair_4672,1331_2,3000K,1331_2_3000K.jpg,"This is an image of an outdoor staircase scene illuminated by warm lighting. The subject is a young woman in casual attire sitting on the steps, with a bottle of beer placed beside her. It belongs to the genre of portrait photography.",-1,1
pair_4673,1331_2,4150K,1331_2_gt.jpg,"This is an image of an outdoor staircase scene illuminated by warm lighting. The subject is a young woman in casual attire sitting on the steps, with a bottle of beer placed beside her. It belongs to the genre of portrait photography.",1,1
pair_4673,1331_2,10000K,1331_2_10000K.jpg,"This is an image of an outdoor staircase scene illuminated by warm lighting. The subject is a young woman in casual attire sitting on the steps, with a bottle of beer placed beside her. It belongs to the genre of portrait photography.",-1,1
pair_4674,1331_2,4150K,1331_2_gt.jpg,"This is an image of an outdoor staircase scene illuminated by warm lighting. The subject is a young woman in casual attire sitting on the steps, with a bottle of beer placed beside her. It belongs to the genre of portrait photography.",1,1
pair_4674,1331_2,2800K,1331_2_2800K.jpg,"This is an image of an outdoor staircase scene illuminated by warm lighting. The subject is a young woman in casual attire sitting on the steps, with a bottle of beer placed beside her. It belongs to the genre of portrait photography.",-1,1
pair_4675,1331_2,4150K,1331_2_gt.jpg,"This is an image of an outdoor staircase scene illuminated by warm lighting. The subject is a young woman in casual attire sitting on the steps, with a bottle of beer placed beside her. It belongs to the genre of portrait photography.",1,1
pair_4675,1331_2,2400K,1331_2_2400K.jpg,"This is an image of an outdoor staircase scene illuminated by warm lighting. The subject is a young woman in casual attire sitting on the steps, with a bottle of beer placed beside her. It belongs to the genre of portrait photography.",-1,1
pair_4676,1331_2,4150K,1331_2_gt.jpg,"This is an image of an outdoor staircase scene illuminated by warm lighting. The subject is a young woman in casual attire sitting on the steps, with a bottle of beer placed beside her. It belongs to the genre of portrait photography.",1,1
pair_4676,1331_2,2000K,1331_2_2000K.jpg,"This is an image of an outdoor staircase scene illuminated by warm lighting. The subject is a young woman in casual attire sitting on the steps, with a bottle of beer placed beside her. It belongs to the genre of portrait photography.",-1,1
pair_4677,1332_1,4200K,1332_1_4200K.jpg,"This is an image of an outdoor forest scene, featuring a person dressed in clothing adorned with leaves and natural materials standing in the woods. The background consists of bare trees and soft lighting, and it falls under the category of portrait photography.",1,0.594360938
pair_4677,1332_1,6400K,1332_1_6400K.jpg,"This is an image of an outdoor forest scene, featuring a person dressed in clothing adorned with leaves and natural materials standing in the woods. The background consists of bare trees and soft lighting, and it falls under the category of portrait photography.",-1,0.594360938
pair_4678,1332_1,3600K,1332_1_3600K.jpg,"This is an image of an outdoor forest scene, featuring a person dressed in clothing adorned with leaves and natural materials standing in the woods. The background consists of bare trees and soft lighting, and it falls under the category of portrait photography.",1,0.522782999
pair_4678,1332_1,10000K,1332_1_10000K.jpg,"This is an image of an outdoor forest scene, featuring a person dressed in clothing adorned with leaves and natural materials standing in the woods. The background consists of bare trees and soft lighting, and it falls under the category of portrait photography.",-1,0.522782999
pair_4679,1332_1,5050K,1332_1_gt.jpg,"This is an image of an outdoor forest scene, featuring a person dressed in clothing adorned with leaves and natural materials standing in the woods. The background consists of bare trees and soft lighting, and it falls under the category of portrait photography.",1,1
pair_4679,1332_1,6400K,1332_1_6400K.jpg,"This is an image of an outdoor forest scene, featuring a person dressed in clothing adorned with leaves and natural materials standing in the woods. The background consists of bare trees and soft lighting, and it falls under the category of portrait photography.",-1,1
pair_468,1028_4,4400K,1028_4_gt.jpg,"This is an image of a city street, featuring a woman in a patterned dress resting by the roadside. In the background, there are blurred vehicles and motorcycles in motion, characteristic of portrait photography.",1,1
pair_468,1028_4,3200K,1028_4_3200K.jpg,"This is an image of a city street, featuring a woman in a patterned dress resting by the roadside. In the background, there are blurred vehicles and motorcycles in motion, characteristic of portrait photography.",-1,1
pair_4680,1332_1,5050K,1332_1_gt.jpg,"This is an image of an outdoor forest scene, featuring a person dressed in clothing adorned with leaves and natural materials standing in the woods. The background consists of bare trees and soft lighting, and it falls under the category of portrait photography.",1,1
pair_4680,1332_1,4200K,1332_1_4200K.jpg,"This is an image of an outdoor forest scene, featuring a person dressed in clothing adorned with leaves and natural materials standing in the woods. The background consists of bare trees and soft lighting, and it falls under the category of portrait photography.",-1,1
pair_4681,1332_1,5050K,1332_1_gt.jpg,"This is an image of an outdoor forest scene, featuring a person dressed in clothing adorned with leaves and natural materials standing in the woods. The background consists of bare trees and soft lighting, and it falls under the category of portrait photography.",1,1
pair_4681,1332_1,10000K,1332_1_10000K.jpg,"This is an image of an outdoor forest scene, featuring a person dressed in clothing adorned with leaves and natural materials standing in the woods. The background consists of bare trees and soft lighting, and it falls under the category of portrait photography.",-1,1
pair_4682,1332_1,5050K,1332_1_gt.jpg,"This is an image of an outdoor forest scene, featuring a person dressed in clothing adorned with leaves and natural materials standing in the woods. The background consists of bare trees and soft lighting, and it falls under the category of portrait photography.",1,1
pair_4682,1332_1,3600K,1332_1_3600K.jpg,"This is an image of an outdoor forest scene, featuring a person dressed in clothing adorned with leaves and natural materials standing in the woods. The background consists of bare trees and soft lighting, and it falls under the category of portrait photography.",-1,1
pair_4683,1332_1,5050K,1332_1_gt.jpg,"This is an image of an outdoor forest scene, featuring a person dressed in clothing adorned with leaves and natural materials standing in the woods. The background consists of bare trees and soft lighting, and it falls under the category of portrait photography.",1,1
pair_4683,1332_1,3000K,1332_1_3000K.jpg,"This is an image of an outdoor forest scene, featuring a person dressed in clothing adorned with leaves and natural materials standing in the woods. The background consists of bare trees and soft lighting, and it falls under the category of portrait photography.",-1,1
pair_4684,1332_1,5050K,1332_1_gt.jpg,"This is an image of an outdoor forest scene, featuring a person dressed in clothing adorned with leaves and natural materials standing in the woods. The background consists of bare trees and soft lighting, and it falls under the category of portrait photography.",1,1
pair_4684,1332_1,2400K,1332_1_2400K.jpg,"This is an image of an outdoor forest scene, featuring a person dressed in clothing adorned with leaves and natural materials standing in the woods. The background consists of bare trees and soft lighting, and it falls under the category of portrait photography.",-1,1
