pair,FileName,Subfolder,ImageName,deltaE2000,Flag,class,level,score,new_score,normalized_score,Description,Temperature_class,distance,Majority_Label,Confidence
pair_599,a2506-jmac_DSC2998,10000K,a2506-jmac_DSC2998_10000K.jpg,20.62013003,,2,78,6,0.52,0.31,"This is an image of an Eastern Orthodox cathedral, themed around the solemn and majestic architecture and cultural heritage. The scene features golden onion domes and exquisite frescoes, set against a background of blue skies and bare trees, belonging to architectural photography.",1,5150,1,0.594360938
pair_6,a0016-jmac_MG_0795,3400K,a0016-jmac_MG_0795_3400K.jpg,6.343815828,,1,8,2,0.82,0.74,"This is an image of a countryside villa garden, featuring a tranquil outdoor leisure setting. The villa's exterior walls are adorned with blue shutters. In the foreground, there are several metal lounge chairs, surrounded by greenery and softly colored flowers. Sunlight spills onto the white gravel ground of the courtyard, categorizing it as architectural landscape photography.",-1,450,-1,0.522782999
pair_6,a0016-jmac_MG_0795,4600K,a0016-jmac_MG_0795_4600K.jpg,7.978231998,,2,56,3,0.84,0.77,"This is an image of a countryside villa garden, featuring a tranquil outdoor leisure setting. The villa's exterior walls are adorned with blue shutters. In the foreground, there are several metal lounge chairs, surrounded by greenery and softly colored flowers. Sunlight spills onto the white gravel ground of the courtyard, categorizing it as architectural landscape photography.",1,750,1,0.522782999
pair_60,a0197-Ja_Pe-32,3200K,a0197-Ja_Pe-32_3200K.jpg,13.21977978,,1,7,4,0.64,0.49,"This is an image of an amusement park entrance, featuring the iconic sign of Astroland Park. It is decorated with star patterns and neon lights, set against a backdrop of a clear blue sky and tall buildings, representing urban landscape photography.",-1,1247,-1,0.594360938
pair_60,a0197-Ja_Pe-32,7000K,a0197-Ja_Pe-32_7000K.jpg,15.39405604,,2,65,5,0.66,0.51,"This is an image of an amusement park entrance, featuring the iconic sign of Astroland Park. It is decorated with star patterns and neon lights, set against a backdrop of a clear blue sky and tall buildings, representing urban landscape photography.",1,2553,1,0.594360938
pair_600,a2508-kme_104,4200K,a2508-kme_104_4200K.jpg,6.124022361,,1,12,2,0.9,0.86,"This is an image of a corner of an outdoor house, depicting a porch area. Next to the door, there's a snail-shaped ornament, accompanied by a flower pot with green plants. The sunlight adds a natural and bright play of light and shadow to the scene. The theme is a daily life scene of home decoration combined with plants, classified as still life photography.",-1,600,1,0.594360938
pair_600,a2508-kme_104,6200K,a2508-kme_104_6200K.jpg,9.356122455,,2,59,3,0.8,0.71,"This is an image of a corner of an outdoor house, depicting a porch area. Next to the door, there's a snail-shaped ornament, accompanied by a flower pot with green plants. The sunlight adds a natural and bright play of light and shadow to the scene. The theme is a daily life scene of home decoration combined with plants, classified as still life photography.",1,1400,-1,0.594360938
pair_601,a2508-kme_104,3600K,a2508-kme_104_3600K.jpg,13.45591561,,1,9,4,0.7,0.57,"This is an image of a corner of an outdoor house, depicting a porch area. Next to the door, there's a snail-shaped ornament, accompanied by a flower pot with green plants. The sunlight adds a natural and bright play of light and shadow to the scene. The theme is a daily life scene of home decoration combined with plants, classified as still life photography.",-1,1200,1,0.594360938
pair_601,a2508-kme_104,10000K,a2508-kme_104_10000K.jpg,16.96650897,,2,78,5,0.6,0.43,"This is an image of a corner of an outdoor house, depicting a porch area. Next to the door, there's a snail-shaped ornament, accompanied by a flower pot with green plants. The sunlight adds a natural and bright play of light and shadow to the scene. The theme is a daily life scene of home decoration combined with plants, classified as still life photography.",1,5200,-1,0.594360938
pair_602,a2524-kme_045,5200K,a2524-kme_045_5200K.jpg,6.08962912,,1,17,2,0.8,0.71,"This is an image showcasing a beverage, with the theme of highlighting a bottled natural spring water called ""Just Tasmania."" The bottles are neatly arranged and emphasize their droplet-shaped packaging design, representing product photography.",-1,1150,0,0.5
pair_602,a2524-kme_045,7800K,a2524-kme_045_7800K.jpg,6.288971934,,2,60,3,0.86,0.8,"This is an image showcasing a beverage, with the theme of highlighting a bottled natural spring water called ""Just Tasmania."" The bottles are neatly arranged and emphasize their droplet-shaped packaging design, representing product photography.",1,1450,0,0.5
pair_603,a2524-kme_045,4400K,a2524-kme_045_4400K.jpg,10.54114637,,1,13,4,0.62,0.46,"This is an image showcasing a beverage, with the theme of highlighting a bottled natural spring water called ""Just Tasmania."" The bottles are neatly arranged and emphasize their droplet-shaped packaging design, representing product photography.",-1,1950,-1,0.594360938
pair_603,a2524-kme_045,10000K,a2524-kme_045_10000K.jpg,12.7514265,,2,71,5,0.72,0.6,"This is an image showcasing a beverage, with the theme of highlighting a bottled natural spring water called ""Just Tasmania."" The bottles are neatly arranged and emphasize their droplet-shaped packaging design, representing product photography.",1,3650,1,0.594360938
pair_604,a2551-kme_057,4200K,a2551-kme_057_4200K.jpg,7.669756011,,1,12,2,0.9,0.86,"This is an image of a landfill site, with the theme of showcasing the work scene of environmental protection and waste management. A large compactor is conducting waste compaction operations, and the background features a chaotic accumulation of debris and soil. It belongs to industrial photography.",-1,450,1,0.728217778
pair_604,a2551-kme_057,5800K,a2551-kme_057_5800K.jpg,9.761255055,,2,58,3,0.74,0.63,"This is an image of a landfill site, with the theme of showcasing the work scene of environmental protection and waste management. A large compactor is conducting waste compaction operations, and the background features a chaotic accumulation of debris and soil. It belongs to industrial photography.",1,1150,-1,0.728217778
pair_605,a2551-kme_057,3800K,a2551-kme_057_3800K.jpg,17.10611713,,1,10,5,0.72,0.6,"This is an image of a landfill site, with the theme of showcasing the work scene of environmental protection and waste management. A large compactor is conducting waste compaction operations, and the background features a chaotic accumulation of debris and soil. It belongs to industrial photography.",-1,850,1,1
pair_605,a2551-kme_057,10000K,a2551-kme_057_10000K.jpg,17.07320494,,2,79,4,0.58,0.4,"This is an image of a landfill site, with the theme of showcasing the work scene of environmental protection and waste management. A large compactor is conducting waste compaction operations, and the background features a chaotic accumulation of debris and soil. It belongs to industrial photography.",1,5350,-1,1
pair_606,a2557-_DGW6396,4200K,a2557-_DGW6396_4200K.jpg,5.246566012,,1,12,2,0.8,0.71,"This is an image of a city street, portraying the tranquil city atmosphere at dusk. Traditional buildings are closely lined on both sides of the street. The distant sunset casts its glow on the structures. Cars are parked along the street, and there are few pedestrians, making it a piece of urban landscape photography.",-1,688,0,0.5
pair_606,a2557-_DGW6396,5800K,a2557-_DGW6396_5800K.jpg,5.727015942,,2,57,3,0.84,0.77,"This is an image of a city street, portraying the tranquil city atmosphere at dusk. Traditional buildings are closely lined on both sides of the street. The distant sunset casts its glow on the structures. Cars are parked along the street, and there are few pedestrians, making it a piece of urban landscape photography.",1,912,0,0.5
pair_607,a2557-_DGW6396,3400K,a2557-_DGW6396_3400K.jpg,11.054205,,1,8,4,0.6,0.43,"This is an image of a city street, portraying the tranquil city atmosphere at dusk. Traditional buildings are closely lined on both sides of the street. The distant sunset casts its glow on the structures. Cars are parked along the street, and there are few pedestrians, making it a piece of urban landscape photography.",-1,1488,-1,0.594360938
pair_607,a2557-_DGW6396,7200K,a2557-_DGW6396_7200K.jpg,11.11425058,,2,64,5,0.7,0.57,"This is an image of a city street, portraying the tranquil city atmosphere at dusk. Traditional buildings are closely lined on both sides of the street. The distant sunset casts its glow on the structures. Cars are parked along the street, and there are few pedestrians, making it a piece of urban landscape photography.",1,2312,1,0.594360938
pair_608,a2557-_DGW6396,2600K,a2557-_DGW6396_2600K.jpg,15.52542059,,1,4,6,0.4,0.14,"This is an image of a city street, portraying the tranquil city atmosphere at dusk. Traditional buildings are closely lined on both sides of the street. The distant sunset casts its glow on the structures. Cars are parked along the street, and there are few pedestrians, making it a piece of urban landscape photography.",-1,2288,-1,0.728217778
pair_608,a2557-_DGW6396,10000K,a2557-_DGW6396_10000K.jpg,15.92040212,,2,78,7,0.56,0.37,"This is an image of a city street, portraying the tranquil city atmosphere at dusk. Traditional buildings are closely lined on both sides of the street. The distant sunset casts its glow on the structures. Cars are parked along the street, and there are few pedestrians, making it a piece of urban landscape photography.",1,5112,1,0.728217778
pair_609,a2565-07-07-17-at-23h18m11s-_MG_2364,5000K,a2565-07-07-17-at-23h18m11s-_MG_2364_5000K.jpg,5.363517968,,1,16,3,0.82,0.74,"This is an image of a city park, featuring outdoor art culture with Seattle's sculptures and city skyline as the background. In the picture, a large red sculpture stands proudly on the grass, and the iconic Seattle landmark, the Space Needle, can be seen nearby. It belongs to landscape photography.",-1,1100,1,0.594360938
pair_609,a2565-07-07-17-at-23h18m11s-_MG_2364,7600K,a2565-07-07-17-at-23h18m11s-_MG_2364_7600K.jpg,5.067973941,,2,60,2,0.84,0.77,"This is an image of a city park, featuring outdoor art culture with Seattle's sculptures and city skyline as the background. In the picture, a large red sculpture stands proudly on the grass, and the iconic Seattle landmark, the Space Needle, can be seen nearby. It belongs to landscape photography.",1,1500,-1,0.594360938
pair_61,a0197-Ja_Pe-32,2600K,a0197-Ja_Pe-32_2600K.jpg,20.11086011,,1,4,6,0.42,0.17,"This is an image of an amusement park entrance, featuring the iconic sign of Astroland Park. It is decorated with star patterns and neon lights, set against a backdrop of a clear blue sky and tall buildings, representing urban landscape photography.",-1,1847,-1,1
pair_61,a0197-Ja_Pe-32,10000K,a0197-Ja_Pe-32_10000K.jpg,22.2646668,,2,80,7,0.54,0.34,"This is an image of an amusement park entrance, featuring the iconic sign of Astroland Park. It is decorated with star patterns and neon lights, set against a backdrop of a clear blue sky and tall buildings, representing urban landscape photography.",1,5553,1,1
pair_610,a2565-07-07-17-at-23h18m11s-_MG_2364,4000K,a2565-07-07-17-at-23h18m11s-_MG_2364_4000K.jpg,11.31937379,,1,11,5,0.64,0.49,"This is an image of a city park, featuring outdoor art culture with Seattle's sculptures and city skyline as the background. In the picture, a large red sculpture stands proudly on the grass, and the iconic Seattle landmark, the Space Needle, can be seen nearby. It belongs to landscape photography.",-1,2100,0,0.5
pair_610,a2565-07-07-17-at-23h18m11s-_MG_2364,10000K,a2565-07-07-17-at-23h18m11s-_MG_2364_10000K.jpg,9.849205559,,2,72,4,0.68,0.54,"This is an image of a city park, featuring outdoor art culture with Seattle's sculptures and city skyline as the background. In the picture, a large red sculpture stands proudly on the grass, and the iconic Seattle landmark, the Space Needle, can be seen nearby. It belongs to landscape photography.",1,3900,0,0.5
pair_611,a2595-IMG_2729,4600K,a2595-IMG_2729_4600K.jpg,7.005279677,,1,14,3,0.88,0.83,"This is an image of a park lake, featuring two swans leisurely gliding through the tranquil waters. In the background, there's a green lawn and slightly blurred pedestrians. This image belongs to animal photography.",-1,1000,1,0.728217778
pair_611,a2595-IMG_2729,7200K,a2595-IMG_2729_7200K.jpg,6.138516079,,2,60,2,0.82,0.74,"This is an image of a park lake, featuring two swans leisurely gliding through the tranquil waters. In the background, there's a green lawn and slightly blurred pedestrians. This image belongs to animal photography.",1,1600,-1,0.728217778
pair_612,a2595-IMG_2729,3800K,a2595-IMG_2729_3800K.jpg,15.20262611,,1,10,5,0.62,0.46,"This is an image of a park lake, featuring two swans leisurely gliding through the tranquil waters. In the background, there's a green lawn and slightly blurred pedestrians. This image belongs to animal photography.",-1,1800,1,0.522782999
pair_612,a2595-IMG_2729,10000K,a2595-IMG_2729_10000K.jpg,11.20545297,,2,74,4,0.68,0.54,"This is an image of a park lake, featuring two swans leisurely gliding through the tranquil waters. In the background, there's a green lawn and slightly blurred pedestrians. This image belongs to animal photography.",1,4400,-1,0.522782999
pair_613,a2607-060521_140210__MG_7945,2800K,a2607-060521_140210__MG_7945_2800K.jpg,6.859007737,,1,5,2,0.86,0.8,"This is an image of an indoor scene with the theme of a child playing, belonging to portrait photography.",-1,349,-1,0.522782999
pair_613,a2607-060521_140210__MG_7945,3800K,a2607-060521_140210__MG_7945_3800K.jpg,7.311162175,,2,56,3,0.82,0.74,"This is an image of an indoor scene with the theme of a child playing, belonging to portrait photography.",1,651,1,0.522782999
pair_614,a2607-060521_140210__MG_7945,2600K,a2607-060521_140210__MG_7945_2600K.jpg,11.81948456,,1,4,4,0.64,0.49,"This is an image of an indoor scene with the theme of a child playing, belonging to portrait photography.",-1,549,0,0.5
pair_614,a2607-060521_140210__MG_7945,5000K,a2607-060521_140210__MG_7945_5000K.jpg,13.57504259,,2,62,5,0.68,0.54,"This is an image of an indoor scene with the theme of a child playing, belonging to portrait photography.",1,1851,0,0.5
pair_615,a2607-060521_140210__MG_7945,2200K,a2607-060521_140210__MG_7945_2200K.jpg,21.89052342,,1,2,7,0.4,0.14,"This is an image of an indoor scene with the theme of a child playing, belonging to portrait photography.",-1,949,0,0.5
pair_615,a2607-060521_140210__MG_7945,10000K,a2607-060521_140210__MG_7945_10000K.jpg,20.22567583,,2,87,6,0.5,0.29,"This is an image of an indoor scene with the theme of a child playing, belonging to portrait photography.",1,6851,0,0.5
pair_616,a2615-IMG_3601,4600K,a2615-IMG_3601_4600K.jpg,8.132895072,,1,14,2,0.9,0.86,"This is an image of an indoor scene, featuring two parrot sculptures made of crystal material. The parrots are perched together, with a background of blurred colorful stripes, belonging to the genre of still life photography.",-1,750,1,0.522782999
pair_616,a2615-IMG_3601,6600K,a2615-IMG_3601_6600K.jpg,8.579191022,,2,59,3,0.72,0.6,"This is an image of an indoor scene, featuring two parrot sculptures made of crystal material. The parrots are perched together, with a background of blurred colorful stripes, belonging to the genre of still life photography.",1,1250,-1,0.522782999
pair_617,a2615-IMG_3601,4000K,a2615-IMG_3601_4000K.jpg,15.42844035,,1,11,4,0.78,0.69,"This is an image of an indoor scene, featuring two parrot sculptures made of crystal material. The parrots are perched together, with a background of blurred colorful stripes, belonging to the genre of still life photography.",-1,1350,1,0.522782999
pair_617,a2615-IMG_3601,10000K,a2615-IMG_3601_10000K.jpg,16.67200951,,2,76,5,0.58,0.4,"This is an image of an indoor scene, featuring two parrot sculptures made of crystal material. The parrots are perched together, with a background of blurred colorful stripes, belonging to the genre of still life photography.",1,4650,-1,0.522782999
pair_618,a2645-kme_263,4400K,a2645-kme_263_4400K.jpg,6.991220742,,1,13,2,0.9,0.86,"This is an image of a forest with the theme of a spring natural landscape. In the foreground, there is a field of blooming yellow wildflowers, while the background features neatly arranged tall trees. It belongs to the genre of nature landscape photography.",-1,821,1,0.594360938
pair_618,a2645-kme_263,10000K,a2645-kme_263_10000K.jpg,11.88433522,,2,76,3,0.62,0.46,"This is an image of a forest with the theme of a spring natural landscape. In the foreground, there is a field of blooming yellow wildflowers, while the background features neatly arranged tall trees. It belongs to the genre of nature landscape photography.",1,4779,-1,0.594360938
pair_619,a2665-kme_026,4800K,a2665-kme_026_4800K.jpg,8.272954059,,1,15,2,0.9,0.86,"This is an image of a sky background with glass ornaments hanging on a clear day. The theme is the beautiful combination of transparent glass ornaments refracting light in the sunlight against the backdrop of clouds, belonging to the genre of still life photography.",-1,700,1,0.728217778
pair_619,a2665-kme_026,6400K,a2665-kme_026_6400K.jpg,9.616946293,,2,57,3,0.76,0.66,"This is an image of a sky background with glass ornaments hanging on a clear day. The theme is the beautiful combination of transparent glass ornaments refracting light in the sunlight against the backdrop of clouds, belonging to the genre of still life photography.",1,900,-1,0.728217778
pair_62,a0203-07-06-01-at-15h10m04-s_MG_1303,4000K,a0203-07-06-01-at-15h10m04-s_MG_1303_4000K.jpg,5.413653779,,1,11,2,0.88,0.83,"This is an image of a snack stand, depicting a street food trading scene. Steaming hot buns are displayed on the stall, and customers are making purchases. It falls under the category of food photography.",-1,750,0,0.5
pair_62,a0203-07-06-01-at-15h10m04-s_MG_1303,6200K,a0203-07-06-01-at-15h10m04-s_MG_1303_6200K.jpg,6.869951769,,2,60,3,0.82,0.74,"This is an image of a snack stand, depicting a street food trading scene. Steaming hot buns are displayed on the stall, and customers are making purchases. It falls under the category of food photography.",1,1450,0,0.5
pair_620,a2665-kme_026,4000K,a2665-kme_026_4000K.jpg,16.06866061,,1,11,4,0.72,0.6,"This is an image of a sky background with glass ornaments hanging on a clear day. The theme is the beautiful combination of transparent glass ornaments refracting light in the sunlight against the backdrop of clouds, belonging to the genre of still life photography.",-1,1500,0,0.5
pair_620,a2665-kme_026,7800K,a2665-kme_026_7800K.jpg,20.10889717,,2,64,5,0.62,0.46,"This is an image of a sky background with glass ornaments hanging on a clear day. The theme is the beautiful combination of transparent glass ornaments refracting light in the sunlight against the backdrop of clouds, belonging to the genre of still life photography.",1,2300,0,0.5
pair_621,a2665-kme_026,3000K,a2665-kme_026_3000K.jpg,22.98986743,,1,6,6,0.4,0.14,"This is an image of a sky background with glass ornaments hanging on a clear day. The theme is the beautiful combination of transparent glass ornaments refracting light in the sunlight against the backdrop of clouds, belonging to the genre of still life photography.",-1,2500,-1,0.728217778
pair_621,a2665-kme_026,10000K,a2665-kme_026_10000K.jpg,28.859818,,2,75,7,0.5,0.29,"This is an image of a sky background with glass ornaments hanging on a clear day. The theme is the beautiful combination of transparent glass ornaments refracting light in the sunlight against the backdrop of clouds, belonging to the genre of still life photography.",1,4500,1,0.728217778
pair_622,a2687-kme_115,2400K,a2687-kme_115_2400K.jpg,5.541640423,,1,3,2,0.88,0.83,"This is an image of a restaurant setting, with the theme of an exquisite sushi platter showcasing a variety of fresh sashimi and sushi rolls, including salmon, tuna, and shrimp head garnish, all placed on a white square ceramic plate. It falls under the category of food photography.",-1,150,1,0.594360938
pair_622,a2687-kme_115,2800K,a2687-kme_115_2800K.jpg,6.815262161,,2,54,3,0.82,0.74,"This is an image of a restaurant setting, with the theme of an exquisite sushi platter showcasing a variety of fresh sashimi and sushi rolls, including salmon, tuna, and shrimp head garnish, all placed on a white square ceramic plate. It falls under the category of food photography.",1,250,-1,0.594360938
pair_623,a2687-kme_115,2200K,a2687-kme_115_2200K.jpg,12.56036856,,1,2,4,0.7,0.57,"This is an image of a restaurant setting, with the theme of an exquisite sushi platter showcasing a variety of fresh sashimi and sushi rolls, including salmon, tuna, and shrimp head garnish, all placed on a white square ceramic plate. It falls under the category of food photography.",-1,350,1,0.594360938
pair_623,a2687-kme_115,3200K,a2687-kme_115_3200K.jpg,12.67381287,,2,56,5,0.58,0.4,"This is an image of a restaurant setting, with the theme of an exquisite sushi platter showcasing a variety of fresh sashimi and sushi rolls, including salmon, tuna, and shrimp head garnish, all placed on a white square ceramic plate. It falls under the category of food photography.",1,650,-1,0.594360938
pair_624,a2687-kme_115,2000K,a2687-kme_115_2000K.jpg,18.43877679,,1,1,7,0.5,0.29,"This is an image of a restaurant setting, with the theme of an exquisite sushi platter showcasing a variety of fresh sashimi and sushi rolls, including salmon, tuna, and shrimp head garnish, all placed on a white square ceramic plate. It falls under the category of food photography.",-1,550,1,0.728217778
pair_624,a2687-kme_115,4000K,a2687-kme_115_4000K.jpg,17.83403356,,2,60,6,0.42,0.17,"This is an image of a restaurant setting, with the theme of an exquisite sushi platter showcasing a variety of fresh sashimi and sushi rolls, including salmon, tuna, and shrimp head garnish, all placed on a white square ceramic plate. It falls under the category of food photography.",1,1450,-1,0.728217778
pair_625,a2706-jmac_DSC3867,4400K,a2706-jmac_DSC3867_4400K.jpg,5.061495787,,1,13,2,0.84,0.77,"This is an image of the interior of a ferry cabin, featuring passengers sitting on a bench inside the ferry. Through the window, part of the city's skyline is visible. It is a piece of documentary photography.",-1,850,-1,0.522782999
pair_625,a2706-jmac_DSC3867,6800K,a2706-jmac_DSC3867_6800K.jpg,6.268944659,,2,60,3,0.84,0.77,"This is an image of the interior of a ferry cabin, featuring passengers sitting on a bench inside the ferry. Through the window, part of the city's skyline is visible. It is a piece of documentary photography.",1,1550,1,0.522782999
pair_626,a2706-jmac_DSC3867,3800K,a2706-jmac_DSC3867_3800K.jpg,8.520657488,,1,10,4,0.64,0.49,"This is an image of the interior of a ferry cabin, featuring passengers sitting on a bench inside the ferry. Through the window, part of the city's skyline is visible. It is a piece of documentary photography.",-1,1450,-1,0.522782999
pair_626,a2706-jmac_DSC3867,10000K,a2706-jmac_DSC3867_10000K.jpg,11.14941041,,2,76,5,0.68,0.54,"This is an image of the interior of a ferry cabin, featuring passengers sitting on a bench inside the ferry. Through the window, part of the city's skyline is visible. It is a piece of documentary photography.",1,4750,1,0.522782999
pair_627,a2720-dvf_067,2800K,a2720-dvf_067_2800K.jpg,2.156766746,,1,5,2,0.84,0.77,"This is an image of an indoor room, depicting the theme of an individual working or entertaining themselves alone at a computer at night. It falls under the category of indoor portrait photography.",-1,400,0,0.5
pair_627,a2720-dvf_067,4200K,a2720-dvf_067_4200K.jpg,3.349920518,,2,57,3,0.82,0.74,"This is an image of an indoor room, depicting the theme of an individual working or entertaining themselves alone at a computer at night. It falls under the category of indoor portrait photography.",1,1000,0,0.5
pair_628,a2720-dvf_067,2400K,a2720-dvf_067_2400K.jpg,4.851853559,,1,3,4,0.66,0.51,"This is an image of an indoor room, depicting the theme of an individual working or entertaining themselves alone at a computer at night. It falls under the category of indoor portrait photography.",-1,800,-1,0.522782999
pair_628,a2720-dvf_067,5600K,a2720-dvf_067_5600K.jpg,5.657601251,,2,64,5,0.64,0.49,"This is an image of an indoor room, depicting the theme of an individual working or entertaining themselves alone at a computer at night. It falls under the category of indoor portrait photography.",1,2400,1,0.522782999
pair_629,a2720-dvf_067,2200K,a2720-dvf_067_2200K.jpg,6.50522244,,1,2,6,0.48,0.26,"This is an image of an indoor room, depicting the theme of an individual working or entertaining themselves alone at a computer at night. It falls under the category of indoor portrait photography.",-1,1000,-1,0.594360938
pair_629,a2720-dvf_067,10000K,a2720-dvf_067_10000K.jpg,7.871300374,,2,86,7,0.46,0.23,"This is an image of an indoor room, depicting the theme of an individual working or entertaining themselves alone at a computer at night. It falls under the category of indoor portrait photography.",1,6800,1,0.594360938
pair_63,a0203-07-06-01-at-15h10m04-s_MG_1303,3400K,a0203-07-06-01-at-15h10m04-s_MG_1303_3400K.jpg,10.60470301,,1,8,4,0.62,0.46,"This is an image of a snack stand, depicting a street food trading scene. Steaming hot buns are displayed on the stall, and customers are making purchases. It falls under the category of food photography.",-1,1350,-1,0.728217778
pair_63,a0203-07-06-01-at-15h10m04-s_MG_1303,10000K,a0203-07-06-01-at-15h10m04-s_MG_1303_10000K.jpg,13.09098421,,2,79,5,0.68,0.54,"This is an image of a snack stand, depicting a street food trading scene. Steaming hot buns are displayed on the stall, and customers are making purchases. It falls under the category of food photography.",1,5250,1,0.728217778
pair_630,a2723-07-07-23-at-22h40m05s-_MG_2491,3600K,a2723-07-07-23-at-22h40m05s-_MG_2491_3600K.jpg,5.762008342,,1,9,2,0.84,0.77,"This is an image of a restaurant setting with the theme of exquisite dish presentation. The white plate contains deep-fried shrimp wrapped in a pastry skin, accompanied by some green vegetables as garnish, representing food photography.",-1,619,-1,0.522782999
pair_630,a2723-07-07-23-at-22h40m05s-_MG_2491,5800K,a2723-07-07-23-at-22h40m05s-_MG_2491_5800K.jpg,8.419583692,,2,60,3,0.86,0.8,"This is an image of a restaurant setting with the theme of exquisite dish presentation. The white plate contains deep-fried shrimp wrapped in a pastry skin, accompanied by some green vegetables as garnish, representing food photography.",1,1581,1,0.522782999
pair_631,a2723-07-07-23-at-22h40m05s-_MG_2491,3200K,a2723-07-07-23-at-22h40m05s-_MG_2491_3200K.jpg,10.45217137,,1,7,4,0.66,0.51,"This is an image of a restaurant setting with the theme of exquisite dish presentation. The white plate contains deep-fried shrimp wrapped in a pastry skin, accompanied by some green vegetables as garnish, representing food photography.",-1,1019,0,0.5
pair_631,a2723-07-07-23-at-22h40m05s-_MG_2491,10000K,a2723-07-07-23-at-22h40m05s-_MG_2491_10000K.jpg,15.40447553,,2,81,5,0.64,0.49,"This is an image of a restaurant setting with the theme of exquisite dish presentation. The white plate contains deep-fried shrimp wrapped in a pastry skin, accompanied by some green vegetables as garnish, representing food photography.",1,5781,0,0.5
pair_632,a2729-_DSC0052,4400K,a2729-_DSC0052_4400K.jpg,6.943491564,,1,13,3,0.7,0.57,"This is an image of a cemetery, featuring a serene and solemn atmosphere. The ground is covered with a thin layer of snow, and the background shows an overcast sky and sparse trees. It belongs to landscape photography.",-1,852,0,0.5
pair_632,a2729-_DSC0052,6200K,a2729-_DSC0052_6200K.jpg,5.854333183,,2,57,2,0.9,0.86,"This is an image of a cemetery, featuring a serene and solemn atmosphere. The ground is covered with a thin layer of snow, and the background shows an overcast sky and sparse trees. It belongs to landscape photography.",1,948,0,0.5
pair_633,a2729-_DSC0052,3800K,a2729-_DSC0052_3800K.jpg,12.50997205,,1,10,5,0.52,0.31,"This is an image of a cemetery, featuring a serene and solemn atmosphere. The ground is covered with a thin layer of snow, and the background shows an overcast sky and sparse trees. It belongs to landscape photography.",-1,1452,-1,0.728217778
pair_633,a2729-_DSC0052,7400K,a2729-_DSC0052_7400K.jpg,10.06609661,,2,63,4,0.76,0.66,"This is an image of a cemetery, featuring a serene and solemn atmosphere. The ground is covered with a thin layer of snow, and the background shows an overcast sky and sparse trees. It belongs to landscape photography.",1,2148,1,0.728217778
pair_634,a2729-_DSC0052,3200K,a2729-_DSC0052_3200K.jpg,18.18538932,,1,7,7,0.4,0.14,"This is an image of a cemetery, featuring a serene and solemn atmosphere. The ground is covered with a thin layer of snow, and the background shows an overcast sky and sparse trees. It belongs to landscape photography.",-1,2052,-1,0.522782999
pair_634,a2729-_DSC0052,10000K,a2729-_DSC0052_10000K.jpg,14.73957784,,2,76,6,0.62,0.46,"This is an image of a cemetery, featuring a serene and solemn atmosphere. The ground is covered with a thin layer of snow, and the background shows an overcast sky and sparse trees. It belongs to landscape photography.",1,4748,1,0.522782999
pair_635,a2735-IMG_2044,3600K,a2735-IMG_2044_3600K.jpg,8.98549437,,1,9,3,0.8,0.71,"This is an image of an indoor setting with the theme of family affection. The background features a warm and cozy interior scene, with walls and curtains enhancing a comfortable family atmosphere. It belongs to the genre of portrait photography.",-1,554,0,0.5
pair_635,a2735-IMG_2044,4800K,a2735-IMG_2044_4800K.jpg,7.098519814,,2,56,2,0.9,0.86,"This is an image of an indoor setting with the theme of family affection. The background features a warm and cozy interior scene, with walls and curtains enhancing a comfortable family atmosphere. It belongs to the genre of portrait photography.",1,646,0,0.5
pair_636,a2735-IMG_2044,3200K,a2735-IMG_2044_3200K.jpg,16.59949677,,1,7,5,0.58,0.4,"This is an image of an indoor setting with the theme of family affection. The background features a warm and cozy interior scene, with walls and curtains enhancing a comfortable family atmosphere. It belongs to the genre of portrait photography.",-1,954,-1,0.594360938
pair_636,a2735-IMG_2044,6000K,a2735-IMG_2044_6000K.jpg,13.788102,,2,62,4,0.7,0.57,"This is an image of an indoor setting with the theme of family affection. The background features a warm and cozy interior scene, with walls and curtains enhancing a comfortable family atmosphere. It belongs to the genre of portrait photography.",1,1846,1,0.594360938
pair_637,a2735-IMG_2044,2800K,a2735-IMG_2044_2800K.jpg,23.35343158,,1,5,7,0.4,0.14,"This is an image of an indoor setting with the theme of family affection. The background features a warm and cozy interior scene, with walls and curtains enhancing a comfortable family atmosphere. It belongs to the genre of portrait photography.",-1,1354,-1,1
pair_637,a2735-IMG_2044,10000K,a2735-IMG_2044_10000K.jpg,20.15355924,,2,82,6,0.52,0.31,"This is an image of an indoor setting with the theme of family affection. The background features a warm and cozy interior scene, with walls and curtains enhancing a comfortable family atmosphere. It belongs to the genre of portrait photography.",1,5846,1,1
pair_638,a2742-WP_CRW_1013,2400K,a2742-WP_CRW_1013_2400K.jpg,8.124319425,,1,3,3,0.8,0.71,"This is an image of a shopping mall or hotel lobby, featuring an adult holding a child and taking a photo in the lobby. The background includes an ascending escalator and decorative art walls, characteristic of indoor lifestyle photography.",-1,200,1,0.728217778
pair_638,a2742-WP_CRW_1013,3400K,a2742-WP_CRW_1013_3400K.jpg,13.76535738,,2,56,4,0.56,0.37,"This is an image of a shopping mall or hotel lobby, featuring an adult holding a child and taking a photo in the lobby. The background includes an ascending escalator and decorative art walls, characteristic of indoor lifestyle photography.",1,800,-1,0.728217778
