pair,FileName,Subfolder,ImageName,deltaE2000,Flag,class,level,Score,new_score,normalized_score,Description,Temperature_class,distance,Majority_Label,Confidence
pair_1531,1554_1,2800K,1554_1_2800K.jpg,14.60059594,,1,5,6,0.45,0.21,"This is an image of a city street, depicting a scene where a person is resting against a pillar on a sunny day. In the background, a white car and some green trees can be seen. The image belongs to the category of portrait photography.",-1,1700,1,0.522782999
pair_1531,1554_1,10000K,1554_1_10000K.jpg,16.13879795,,2,80,7,0.5,0.29,"This is an image of a city street, depicting a scene where a person is resting against a pillar on a sunny day. In the background, a white car and some green trees can be seen. The image belongs to the category of portrait photography.",1,5500,-1,0.522782999
pair_1532,1555_0,4200K,1555_0_4200K.jpg,5.063907036,,1,12,2,0.9,0.86,"This is an image of a country road, with the theme centered around moments of leisure and relaxation. It belongs to the genre of portrait photography.",-1,800,0,0.5
pair_1532,1555_0,6200K,1555_0_6200K.jpg,5.779103221,,2,58,3,0.8,0.71,"This is an image of a country road, with the theme centered around moments of leisure and relaxation. It belongs to the genre of portrait photography.",1,1200,0,0.5
pair_1533,1555_0,3400K,1555_0_3400K.jpg,11.13180021,,1,8,5,0.5,0.29,"This is an image of a country road, with the theme centered around moments of leisure and relaxation. It belongs to the genre of portrait photography.",-1,1600,-1,0.594360938
pair_1533,1555_0,7600K,1555_0_7600K.jpg,10.10211851,,2,65,4,0.7,0.57,"This is an image of a country road, with the theme centered around moments of leisure and relaxation. It belongs to the genre of portrait photography.",1,2600,1,0.594360938
pair_1534,1555_0,2800K,1555_0_2800K.jpg,15.92431283,,1,5,7,0.4,0.14,"This is an image of a country road, with the theme centered around moments of leisure and relaxation. It belongs to the genre of portrait photography.",-1,2200,-1,0.728217778
pair_1534,1555_0,10000K,1555_0_10000K.jpg,14.62549339,,2,77,6,0.6,0.43,"This is an image of a country road, with the theme centered around moments of leisure and relaxation. It belongs to the genre of portrait photography.",1,5000,1,0.728217778
pair_1535,1556_4,4400K,1556_4_4400K.jpg,4.477621988,,1,13,2,0.9,0.86,"This is an outdoor portrait photograph with a blurred background that possibly depicts a snow scene filled with bright and soft tones. The main subject is a person dressed in winter clothing, wearing adorable rabbit ear muffs. This gives a warm and lively impression, characteristic of portrait photography.",-1,750,0,0.5
pair_1535,1556_4,6200K,1556_4_6200K.jpg,5.041368572,,2,58,3,0.8,0.71,"This is an outdoor portrait photograph with a blurred background that possibly depicts a snow scene filled with bright and soft tones. The main subject is a person dressed in winter clothing, wearing adorable rabbit ear muffs. This gives a warm and lively impression, characteristic of portrait photography.",1,1050,0,0.5
pair_1536,1556_4,3600K,1556_4_3600K.jpg,9.573135852,,1,9,4,0.65,0.5,"This is an outdoor portrait photograph with a blurred background that possibly depicts a snow scene filled with bright and soft tones. The main subject is a person dressed in winter clothing, wearing adorable rabbit ear muffs. This gives a warm and lively impression, characteristic of portrait photography.",-1,1550,-1,0.522782999
pair_1536,1556_4,7600K,1556_4_7600K.jpg,9.638025957,,2,65,5,0.65,0.5,"This is an outdoor portrait photograph with a blurred background that possibly depicts a snow scene filled with bright and soft tones. The main subject is a person dressed in winter clothing, wearing adorable rabbit ear muffs. This gives a warm and lively impression, characteristic of portrait photography.",1,2450,1,0.522782999
pair_1537,1556_4,3000K,1556_4_3000K.jpg,12.81919488,,1,6,6,0.4,0.14,"This is an outdoor portrait photograph with a blurred background that possibly depicts a snow scene filled with bright and soft tones. The main subject is a person dressed in winter clothing, wearing adorable rabbit ear muffs. This gives a warm and lively impression, characteristic of portrait photography.",-1,2150,-1,0.728217778
pair_1537,1556_4,10000K,1556_4_10000K.jpg,14.10785132,,2,77,7,0.5,0.29,"This is an outdoor portrait photograph with a blurred background that possibly depicts a snow scene filled with bright and soft tones. The main subject is a person dressed in winter clothing, wearing adorable rabbit ear muffs. This gives a warm and lively impression, characteristic of portrait photography.",1,4850,1,0.728217778
pair_1538,1557_7,4000K,1557_7_4000K.jpg,8.2980779,,1,11,3,0.75,0.64,"This is an image set in an outdoor natural environment, featuring a woman in casual attire. It conveys a relaxed summer vibe. She is wearing a red headscarf and sunglasses, and the image belongs to the genre of portrait photography.",-1,800,-1,0.594360938
pair_1538,1557_7,6400K,1557_7_6400K.jpg,7.864918052,,2,60,2,0.9,0.86,"This is an image set in an outdoor natural environment, featuring a woman in casual attire. It conveys a relaxed summer vibe. She is wearing a red headscarf and sunglasses, and the image belongs to the genre of portrait photography.",1,1600,1,0.594360938
pair_1539,1557_7,3600K,1557_7_3600K.jpg,14.39417492,,1,9,5,0.6,0.43,"This is an image set in an outdoor natural environment, featuring a woman in casual attire. It conveys a relaxed summer vibe. She is wearing a red headscarf and sunglasses, and the image belongs to the genre of portrait photography.",-1,1200,-1,0.522782999
pair_1539,1557_7,10000K,1557_7_10000K.jpg,13.97455112,,2,78,4,0.75,0.64,"This is an image set in an outdoor natural environment, featuring a woman in casual attire. It conveys a relaxed summer vibe. She is wearing a red headscarf and sunglasses, and the image belongs to the genre of portrait photography.",1,5200,1,0.522782999
pair_154,1047_3,4000K,1047_3_4000K.jpg,7.971929063,,1,11,3,0.85,0.79,"This is an outdoor image featuring a person standing in front of an orange wall. They are dressed in a white plush vest and dark flared jeans. The theme highlights the fashionable style of clothing combination, making it a part of fashion photography.",-1,900,0,0.5
pair_154,1047_3,6600K,1047_3_6600K.jpg,6.296369951,,2,61,2,0.85,0.79,"This is an outdoor image featuring a person standing in front of an orange wall. They are dressed in a white plush vest and dark flared jeans. The theme highlights the fashionable style of clothing combination, making it a part of fashion photography.",1,1700,0,0.5
pair_1540,1558_2,3400K,1558_2_3400K.jpg,9.740413634,,1,8,3,0.75,0.64,"This is an image set in an outdoor park or green space environment, surrounded by trees and high-rise buildings. The subject is a lady dressed in an elegant gown, holding a bouquet, seemingly engaged in bridal or gown photography. It falls under the category of portrait photography.",-1,700,-1,0.594360938
pair_1540,1558_2,5000K,1558_2_5000K.jpg,7.673614588,,2,57,2,0.9,0.86,"This is an image set in an outdoor park or green space environment, surrounded by trees and high-rise buildings. The subject is a lady dressed in an elegant gown, holding a bouquet, seemingly engaged in bridal or gown photography. It falls under the category of portrait photography.",1,900,1,0.594360938
pair_1541,1558_2,3000K,1558_2_3000K.jpg,16.1880399,,1,6,5,0.55,0.36,"This is an image set in an outdoor park or green space environment, surrounded by trees and high-rise buildings. The subject is a lady dressed in an elegant gown, holding a bouquet, seemingly engaged in bridal or gown photography. It falls under the category of portrait photography.",-1,1100,-1,0.594360938
pair_1541,1558_2,6400K,1558_2_6400K.jpg,13.61124577,,2,64,4,0.75,0.64,"This is an image set in an outdoor park or green space environment, surrounded by trees and high-rise buildings. The subject is a lady dressed in an elegant gown, holding a bouquet, seemingly engaged in bridal or gown photography. It falls under the category of portrait photography.",1,2300,1,0.594360938
pair_1542,1558_2,2400K,1558_2_2400K.jpg,26.15734426,,1,3,7,0.4,0.14,"This is an image set in an outdoor park or green space environment, surrounded by trees and high-rise buildings. The subject is a lady dressed in an elegant gown, holding a bouquet, seemingly engaged in bridal or gown photography. It falls under the category of portrait photography.",-1,1700,-1,0.728217778
pair_1542,1558_2,10000K,1558_2_10000K.jpg,19.51189385,,2,82,6,0.55,0.36,"This is an image set in an outdoor park or green space environment, surrounded by trees and high-rise buildings. The subject is a lady dressed in an elegant gown, holding a bouquet, seemingly engaged in bridal or gown photography. It falls under the category of portrait photography.",1,5900,1,0.728217778
pair_1543,1559_3,4200K,1559_3_4200K.jpg,8.622971098,,1,12,3,0.75,0.64,"This is an image set in an outdoor natural environment, featuring a wedding or bridal photography theme. The man and woman in the picture are dressed in formal attire, and the surrounding lightweight drapes create a romantic atmosphere, making it a piece of portrait photography.",-1,950,0,0.5
pair_1543,1559_3,6600K,1559_3_6600K.jpg,7.68806211,,2,60,2,0.9,0.86,"This is an image set in an outdoor natural environment, featuring a wedding or bridal photography theme. The man and woman in the picture are dressed in formal attire, and the surrounding lightweight drapes create a romantic atmosphere, making it a piece of portrait photography.",1,1450,0,0.5
pair_1544,1559_3,3600K,1559_3_3600K.jpg,15.6806659,,1,9,5,0.6,0.43,"This is an image set in an outdoor natural environment, featuring a wedding or bridal photography theme. The man and woman in the picture are dressed in formal attire, and the surrounding lightweight drapes create a romantic atmosphere, making it a piece of portrait photography.",-1,1550,-1,0.594360938
pair_1544,1559_3,10000K,1559_3_10000K.jpg,14.93619484,,2,77,4,0.75,0.64,"This is an image set in an outdoor natural environment, featuring a wedding or bridal photography theme. The man and woman in the picture are dressed in formal attire, and the surrounding lightweight drapes create a romantic atmosphere, making it a piece of portrait photography.",1,4850,1,0.594360938
pair_1545,155_2,4600K,155_2_4600K.jpg,7.055199205,,1,14,3,0.75,0.64,"This is an image on a highway, featuring a woman in a wedding dress and boots showcasing the style of a personalized wedding. This unique combination of attire demonstrates an eclectic dressing concept and falls under portrait photography.",-1,900,0,0.5
pair_1545,155_2,6800K,155_2_6800K.jpg,6.360002537,,2,59,2,0.9,0.86,"This is an image on a highway, featuring a woman in a wedding dress and boots showcasing the style of a personalized wedding. This unique combination of attire demonstrates an eclectic dressing concept and falls under portrait photography.",1,1300,0,0.5
pair_1546,155_2,3800K,155_2_3800K.jpg,14.48346918,,1,10,5,0.6,0.43,"This is an image on a highway, featuring a woman in a wedding dress and boots showcasing the style of a personalized wedding. This unique combination of attire demonstrates an eclectic dressing concept and falls under portrait photography.",-1,1700,-1,0.522782999
pair_1546,155_2,10000K,155_2_10000K.jpg,11.71265396,,2,75,4,0.75,0.64,"This is an image on a highway, featuring a woman in a wedding dress and boots showcasing the style of a personalized wedding. This unique combination of attire demonstrates an eclectic dressing concept and falls under portrait photography.",1,4500,1,0.522782999
pair_1547,1560_2,3800K,1560_2_3800K.jpg,5.054357485,,1,10,2,0.8,0.71,"This is an image of an indoor bedroom, featuring a person sitting on the floor in front of the bed. Sunlight filters through the curtains, casting light on the floor and the bed, creating a warm and cozy atmosphere. This falls under portrait photography.",-1,450,1,0.522782999
pair_1547,1560_2,5200K,1560_2_5200K.jpg,8.341318057,,2,57,3,0.85,0.79,"This is an image of an indoor bedroom, featuring a person sitting on the floor in front of the bed. Sunlight filters through the curtains, casting light on the floor and the bed, creating a warm and cozy atmosphere. This falls under portrait photography.",1,950,-1,0.522782999
pair_1548,1560_2,3400K,1560_2_3400K.jpg,9.460849841,,1,8,4,0.65,0.5,"This is an image of an indoor bedroom, featuring a person sitting on the floor in front of the bed. Sunlight filters through the curtains, casting light on the floor and the bed, creating a warm and cozy atmosphere. This falls under portrait photography.",-1,850,1,0.522782999
pair_1548,1560_2,6400K,1560_2_6400K.jpg,13.97918877,,2,63,5,0.7,0.57,"This is an image of an indoor bedroom, featuring a person sitting on the floor in front of the bed. Sunlight filters through the curtains, casting light on the floor and the bed, creating a warm and cozy atmosphere. This falls under portrait photography.",1,2150,-1,0.522782999
pair_1549,1560_2,2800K,1560_2_2800K.jpg,15.4653115,,1,5,6,0.45,0.21,"This is an image of an indoor bedroom, featuring a person sitting on the floor in front of the bed. Sunlight filters through the curtains, casting light on the floor and the bed, creating a warm and cozy atmosphere. This falls under portrait photography.",-1,1450,1,0.522782999
pair_1549,1560_2,10000K,1560_2_10000K.jpg,19.72913879,,2,81,7,0.45,0.21,"This is an image of an indoor bedroom, featuring a person sitting on the floor in front of the bed. Sunlight filters through the curtains, casting light on the floor and the bed, creating a warm and cozy atmosphere. This falls under portrait photography.",1,5750,-1,0.522782999
pair_155,1047_3,3400K,1047_3_3400K.jpg,16.74397016,,1,8,5,0.7,0.57,"This is an outdoor image featuring a person standing in front of an orange wall. They are dressed in a white plush vest and dark flared jeans. The theme highlights the fashionable style of clothing combination, making it a part of fashion photography.",-1,1500,1,0.594360938
pair_155,1047_3,10000K,1047_3_10000K.jpg,11.60985036,,2,78,4,0.5,0.29,"This is an outdoor image featuring a person standing in front of an orange wall. They are dressed in a white plush vest and dark flared jeans. The theme highlights the fashionable style of clothing combination, making it a part of fashion photography.",1,5100,-1,0.594360938
pair_1550,1561_4,4400K,1561_4_4400K.jpg,7.10359224,,1,13,3,0.8,0.71,"This is an image of an interior setting, featuring warm natural light and classical furniture in the background. The subject is a woman dressed in a white gown, sitting beside a piano. She exudes elegance and an artistic aura, possibly taking a break or contemplating music. The image falls under the category of portrait photography.",-1,900,0,0.5
pair_1550,1561_4,6800K,1561_4_6800K.jpg,5.398747753,,2,60,2,0.9,0.86,"This is an image of an interior setting, featuring warm natural light and classical furniture in the background. The subject is a woman dressed in a white gown, sitting beside a piano. She exudes elegance and an artistic aura, possibly taking a break or contemplating music. The image falls under the category of portrait photography.",1,1500,0,0.5
pair_1551,1561_4,3800K,1561_4_3800K.jpg,13.95856613,,1,10,5,0.7,0.57,"This is an image of an interior setting, featuring warm natural light and classical furniture in the background. The subject is a woman dressed in a white gown, sitting beside a piano. She exudes elegance and an artistic aura, possibly taking a break or contemplating music. The image falls under the category of portrait photography.",-1,1500,1,0.594360938
pair_1551,1561_4,10000K,1561_4_10000K.jpg,10.09544767,,2,76,4,0.6,0.43,"This is an image of an interior setting, featuring warm natural light and classical furniture in the background. The subject is a woman dressed in a white gown, sitting beside a piano. She exudes elegance and an artistic aura, possibly taking a break or contemplating music. The image falls under the category of portrait photography.",1,4700,-1,0.594360938
pair_1552,1562_3,4000K,1562_3_4000K.jpg,9.501284247,,1,11,3,0.75,0.64,"This is an image of a seaside cliff environment, featuring a couple taking wedding photos outdoors. The background consists of rocks, greenery, and the distant ocean. It falls under the category of portrait photography.",-1,900,0,0.5
pair_1552,1562_3,6400K,1562_3_6400K.jpg,8.503461272,,2,60,2,0.9,0.86,"This is an image of a seaside cliff environment, featuring a couple taking wedding photos outdoors. The background consists of rocks, greenery, and the distant ocean. It falls under the category of portrait photography.",1,1500,0,0.5
pair_1553,1562_3,3400K,1562_3_3400K.jpg,18.45318117,,1,8,5,0.65,0.5,"This is an image of a seaside cliff environment, featuring a couple taking wedding photos outdoors. The background consists of rocks, greenery, and the distant ocean. It falls under the category of portrait photography.",-1,1500,-1,1
pair_1553,1562_3,10000K,1562_3_10000K.jpg,16.15217041,,2,78,4,0.7,0.57,"This is an image of a seaside cliff environment, featuring a couple taking wedding photos outdoors. The background consists of rocks, greenery, and the distant ocean. It falls under the category of portrait photography.",1,5100,1,1
pair_1554,1563_2,4000K,1563_2_4000K.jpg,7.679360223,,1,11,2,0.9,0.86,"This is an image taken in a sunny outdoor setting, with a blurred background of green plants, suggesting a park or natural scenic area. The subject is a side profile of a woman, her long hair flowing smoothly over her shoulders. Her arm is naturally raised, conveying a sense of ease and joy. It belongs to the genre of portrait photography.",-1,700,1,0.522782999
pair_1554,1563_2,6200K,1563_2_6200K.jpg,7.767651744,,2,60,3,0.8,0.71,"This is an image taken in a sunny outdoor setting, with a blurred background of green plants, suggesting a park or natural scenic area. The subject is a side profile of a woman, her long hair flowing smoothly over her shoulders. Her arm is naturally raised, conveying a sense of ease and joy. It belongs to the genre of portrait photography.",1,1500,-1,0.522782999
pair_1555,1563_2,3400K,1563_2_3400K.jpg,16.73711755,,1,8,5,0.65,0.5,"This is an image taken in a sunny outdoor setting, with a blurred background of green plants, suggesting a park or natural scenic area. The subject is a side profile of a woman, her long hair flowing smoothly over her shoulders. Her arm is naturally raised, conveying a sense of ease and joy. It belongs to the genre of portrait photography.",-1,1300,1,0.522782999
pair_1555,1563_2,10000K,1563_2_10000K.jpg,14.65804499,,2,79,4,0.65,0.5,"This is an image taken in a sunny outdoor setting, with a blurred background of green plants, suggesting a park or natural scenic area. The subject is a side profile of a woman, her long hair flowing smoothly over her shoulders. Her arm is naturally raised, conveying a sense of ease and joy. It belongs to the genre of portrait photography.",1,5300,-1,0.522782999
pair_1556,1564_2,3600K,1564_2_3600K.jpg,6.795678023,,1,9,2,0.9,0.86,"This is an image set in a grassy environment, with trees in the background, suggesting the location might be a park or an outdoor garden. The subject is a woman dressed in a white long dress and wearing a straw hat, standing in front of an old white Volkswagen Beetle. The photo exudes a retro and elegant style, falling under the category of portrait photography.",-1,600,1,0.594360938
pair_1556,1564_2,5200K,1564_2_5200K.jpg,7.338295258,,2,57,3,0.8,0.71,"This is an image set in a grassy environment, with trees in the background, suggesting the location might be a park or an outdoor garden. The subject is a woman dressed in a white long dress and wearing a straw hat, standing in front of an old white Volkswagen Beetle. The photo exudes a retro and elegant style, falling under the category of portrait photography.",1,1000,-1,0.594360938
pair_1557,1564_2,3000K,1564_2_3000K.jpg,14.98691741,,1,6,5,0.55,0.36,"This is an image set in a grassy environment, with trees in the background, suggesting the location might be a park or an outdoor garden. The subject is a woman dressed in a white long dress and wearing a straw hat, standing in front of an old white Volkswagen Beetle. The photo exudes a retro and elegant style, falling under the category of portrait photography.",-1,1200,-1,0.594360938
pair_1557,1564_2,6400K,1564_2_6400K.jpg,11.95395464,,2,63,4,0.7,0.57,"This is an image set in a grassy environment, with trees in the background, suggesting the location might be a park or an outdoor garden. The subject is a woman dressed in a white long dress and wearing a straw hat, standing in front of an old white Volkswagen Beetle. The photo exudes a retro and elegant style, falling under the category of portrait photography.",1,2200,1,0.594360938
pair_1558,1564_2,2600K,1564_2_2600K.jpg,20.70545714,,1,4,7,0.4,0.14,"This is an image set in a grassy environment, with trees in the background, suggesting the location might be a park or an outdoor garden. The subject is a woman dressed in a white long dress and wearing a straw hat, standing in front of an old white Volkswagen Beetle. The photo exudes a retro and elegant style, falling under the category of portrait photography.",-1,1600,-1,0.594360938
pair_1558,1564_2,10000K,1564_2_10000K.jpg,16.72285404,,2,81,6,0.55,0.36,"This is an image set in a grassy environment, with trees in the background, suggesting the location might be a park or an outdoor garden. The subject is a woman dressed in a white long dress and wearing a straw hat, standing in front of an old white Volkswagen Beetle. The photo exudes a retro and elegant style, falling under the category of portrait photography.",1,5800,1,0.594360938
pair_1559,1565_1,3200K,1565_1_3200K.jpg,7.623664707,,1,7,2,0.9,0.86,"This is an image with an indoor or outdoor setting featuring an orange wall as the background. The subject showcases a model wearing a geometric-patterned dress, belonging to the genre of fashion photography.",-1,400,1,0.728217778
pair_1559,1565_1,4400K,1565_1_4400K.jpg,8.631623582,,2,56,3,0.8,0.71,"This is an image with an indoor or outdoor setting featuring an orange wall as the background. The subject showcases a model wearing a geometric-patterned dress, belonging to the genre of fashion photography.",1,800,-1,0.728217778
pair_156,1047_5,4000K,1047_5_4000K.jpg,7.364460663,,1,11,3,0.8,0.71,"This is an image taken indoors or against a wall background, featuring a woman wearing a plush vest and multiple layers of necklaces. It showcases a sense of fashion or personal style, belonging to portrait photography.",-1,650,1,0.728217778
pair_156,1047_5,6200K,1047_5_6200K.jpg,7.200946585,,2,60,2,0.95,0.93,"This is an image taken indoors or against a wall background, featuring a woman wearing a plush vest and multiple layers of necklaces. It showcases a sense of fashion or personal style, belonging to portrait photography.",1,1550,-1,0.728217778
pair_1560,1565_1,2800K,1565_1_2800K.jpg,16.60573889,,1,5,5,0.6,0.43,"This is an image with an indoor or outdoor setting featuring an orange wall as the background. The subject showcases a model wearing a geometric-patterned dress, belonging to the genre of fashion photography.",-1,800,1,0.728217778
pair_1560,1565_1,5600K,1565_1_5600K.jpg,14.14927328,,2,62,4,0.7,0.57,"This is an image with an indoor or outdoor setting featuring an orange wall as the background. The subject showcases a model wearing a geometric-patterned dress, belonging to the genre of fashion photography.",1,2000,-1,0.728217778
pair_1561,1565_1,2400K,1565_1_2400K.jpg,25.45628936,,1,3,7,0.4,0.14,"This is an image with an indoor or outdoor setting featuring an orange wall as the background. The subject showcases a model wearing a geometric-patterned dress, belonging to the genre of fashion photography.",-1,1200,0,0.5
pair_1561,1565_1,10000K,1565_1_10000K.jpg,20.05178783,,2,84,6,0.5,0.29,"This is an image with an indoor or outdoor setting featuring an orange wall as the background. The subject showcases a model wearing a geometric-patterned dress, belonging to the genre of fashion photography.",1,6400,0,0.5
pair_1562,1567_1,4200K,1567_1_4200K.jpg,8.413295388,,1,12,2,0.9,0.86,"This is an image of a wilderness landscape, featuring a couple romantically embracing in a retro atmosphere. The background includes sparse vegetation and a vintage-style gas station. It belongs to the genre of portrait photography.",-1,1550,-1,0.728217778
pair_1562,1567_1,10000K,1567_1_10000K.jpg,9.034277277,,2,74,3,0.8,0.71,"This is an image of a wilderness landscape, featuring a couple romantically embracing in a retro atmosphere. The background includes sparse vegetation and a vintage-style gas station. It belongs to the genre of portrait photography.",1,4250,1,0.728217778
pair_1563,1569_0,3800K,1569_0_3800K.jpg,6.356207041,,1,10,2,0.85,0.79,"This is an image of an indoor environment, with the theme being the fusion of nature and human figures. It falls under the category of portrait photography.",-1,600,-1,0.594360938
pair_1563,1569_0,6000K,1569_0_6000K.jpg,9.626549466,,2,60,3,0.85,0.79,"This is an image of an indoor environment, with the theme being the fusion of nature and human figures. It falls under the category of portrait photography.",1,1600,1,0.594360938
pair_1564,1569_0,3200K,1569_0_3200K.jpg,14.80226124,,1,7,4,0.65,0.5,"This is an image of an indoor environment, with the theme being the fusion of nature and human figures. It falls under the category of portrait photography.",-1,1200,-1,0.728217778
pair_1564,1569_0,10000K,1569_0_10000K.jpg,17.14728708,,2,80,5,0.65,0.5,"This is an image of an indoor environment, with the theme being the fusion of nature and human figures. It falls under the category of portrait photography.",1,5600,1,0.728217778
pair_1565,156_8,4000K,156_8_4000K.jpg,5.091216717,,1,11,2,0.85,0.79,"This is an image of an ancient site, featuring a bride in a wedding gown standing still among old stone structures. The backdrop consists of historic brick walls, creating a striking contrast with the modern wedding dress. It belongs to the genre of portrait photography.",-1,900,1,0.522782999
pair_1565,156_8,6600K,156_8_6600K.jpg,5.272745889,,2,61,3,0.85,0.79,"This is an image of an ancient site, featuring a bride in a wedding gown standing still among old stone structures. The backdrop consists of historic brick walls, creating a striking contrast with the modern wedding dress. It belongs to the genre of portrait photography.",1,1700,-1,0.522782999
pair_1566,156_8,3400K,156_8_3400K.jpg,9.437608434,,1,8,4,0.65,0.5,"This is an image of an ancient site, featuring a bride in a wedding gown standing still among old stone structures. The backdrop consists of historic brick walls, creating a striking contrast with the modern wedding dress. It belongs to the genre of portrait photography.",-1,1500,1,0.522782999
pair_1566,156_8,10000K,156_8_10000K.jpg,9.564174389,,2,78,5,0.65,0.5,"This is an image of an ancient site, featuring a bride in a wedding gown standing still among old stone structures. The backdrop consists of historic brick walls, creating a striking contrast with the modern wedding dress. It belongs to the genre of portrait photography.",1,5100,-1,0.522782999
pair_1567,1572_3,4000K,1572_3_4000K.jpg,6.708952525,,1,11,2,0.9,0.86,"This is an image of an outdoor forest scene, with petals scattered on the ground. The background features lush greenery and a decorated table. The theme revolves around a couple either holding a wedding ceremony or having a bridal photoshoot. One of them is holding a delicate bouquet of flowers. It belongs to the category of wedding portrait photography.",-1,700,1,0.594360938
pair_1567,1572_3,6400K,1572_3_6400K.jpg,8.611039378,,2,61,3,0.8,0.71,"This is an image of an outdoor forest scene, with petals scattered on the ground. The background features lush greenery and a decorated table. The theme revolves around a couple either holding a wedding ceremony or having a bridal photoshoot. One of them is holding a delicate bouquet of flowers. It belongs to the category of wedding portrait photography.",1,1700,-1,0.594360938
pair_1568,1572_3,3400K,1572_3_3400K.jpg,14.04334908,,1,8,4,0.7,0.57,"This is an image of an outdoor forest scene, with petals scattered on the ground. The background features lush greenery and a decorated table. The theme revolves around a couple either holding a wedding ceremony or having a bridal photoshoot. One of them is holding a delicate bouquet of flowers. It belongs to the category of wedding portrait photography.",-1,1300,1,0.594360938
pair_1568,1572_3,10000K,1572_3_10000K.jpg,15.68113894,,2,79,5,0.55,0.36,"This is an image of an outdoor forest scene, with petals scattered on the ground. The background features lush greenery and a decorated table. The theme revolves around a couple either holding a wedding ceremony or having a bridal photoshoot. One of them is holding a delicate bouquet of flowers. It belongs to the category of wedding portrait photography.",1,5300,-1,0.594360938
pair_1569,1573_1,2800K,1573_1_2800K.jpg,8.071253342,,1,5,2,0.85,0.79,"This is an image captured in an urban nighttime setting, surrounded by soft lighting and a blurred background, adding an urban ambiance. The theme focuses on showcasing a woman's elegant posture and fashion style, emphasizing the beauty of her curves within the atmosphere. It falls under the category of portrait photography.",-1,400,-1,0.522782999
pair_1569,1573_1,3800K,1573_1_3800K.jpg,9.214664781,,2,55,3,0.85,0.79,"This is an image captured in an urban nighttime setting, surrounded by soft lighting and a blurred background, adding an urban ambiance. The theme focuses on showcasing a woman's elegant posture and fashion style, emphasizing the beauty of her curves within the atmosphere. It falls under the category of portrait photography.",1,600,1,0.522782999
pair_157,1047_5,3400K,1047_5_3400K.jpg,16.80227233,,1,8,5,0.65,0.5,"This is an image taken indoors or against a wall background, featuring a woman wearing a plush vest and multiple layers of necklaces. It showcases a sense of fashion or personal style, belonging to portrait photography.",-1,1250,0,0.5
pair_157,1047_5,10000K,1047_5_10000K.jpg,12.77646725,,2,79,4,0.6,0.43,"This is an image taken indoors or against a wall background, featuring a woman wearing a plush vest and multiple layers of necklaces. It showcases a sense of fashion or personal style, belonging to portrait photography.",1,5350,0,0.5
pair_1570,1573_1,2600K,1573_1_2600K.jpg,11.81336811,,1,4,4,0.7,0.57,"This is an image captured in an urban nighttime setting, surrounded by soft lighting and a blurred background, adding an urban ambiance. The theme focuses on showcasing a woman's elegant posture and fashion style, emphasizing the beauty of her curves within the atmosphere. It falls under the category of portrait photography.",-1,600,0,0.5
pair_1570,1573_1,4400K,1573_1_4400K.jpg,14.86783237,,2,58,5,0.6,0.43,"This is an image captured in an urban nighttime setting, surrounded by soft lighting and a blurred background, adding an urban ambiance. The theme focuses on showcasing a woman's elegant posture and fashion style, emphasizing the beauty of her curves within the atmosphere. It falls under the category of portrait photography.",1,1200,0,0.5
pair_1571,1573_1,2000K,1573_1_2000K.jpg,18.57048749,,1,1,6,0.35,0.07,"This is an image captured in an urban nighttime setting, surrounded by soft lighting and a blurred background, adding an urban ambiance. The theme focuses on showcasing a woman's elegant posture and fashion style, emphasizing the beauty of her curves within the atmosphere. It falls under the category of portrait photography.",-1,1200,-1,0.728217778
pair_1571,1573_1,5800K,1573_1_5800K.jpg,21.28325349,,2,65,7,0.5,0.29,"This is an image captured in an urban nighttime setting, surrounded by soft lighting and a blurred background, adding an urban ambiance. The theme focuses on showcasing a woman's elegant posture and fashion style, emphasizing the beauty of her curves within the atmosphere. It falls under the category of portrait photography.",1,2600,1,0.728217778
pair_1572,1577_7,4400K,1577_7_4400K.jpg,6.128507301,,1,13,2,0.9,0.86,"This is an image with a forest background, featuring a couple taking wedding photos. The bride, dressed in a white wedding gown, and the groom, wearing a suit, are standing amidst the trees, holding a bouquet of flowers. Beside them, there is a sign that reads ""LOVE IS ALL AROUND."" This image is part of wedding photography.",-1,800,1,0.522782999
pair_1572,1577_7,7000K,1577_7_7000K.jpg,8.115118169,,2,61,3,0.8,0.71,"This is an image with a forest background, featuring a couple taking wedding photos. The bride, dressed in a white wedding gown, and the groom, wearing a suit, are standing amidst the trees, holding a bouquet of flowers. Beside them, there is a sign that reads ""LOVE IS ALL AROUND."" This image is part of wedding photography.",1,1800,-1,0.522782999
pair_1573,1577_7,3600K,1577_7_3600K.jpg,14.66733907,,1,9,5,0.6,0.43,"This is an image with a forest background, featuring a couple taking wedding photos. The bride, dressed in a white wedding gown, and the groom, wearing a suit, are standing amidst the trees, holding a bouquet of flowers. Beside them, there is a sign that reads ""LOVE IS ALL AROUND."" This image is part of wedding photography.",-1,1600,-1,0.522782999
pair_1573,1577_7,10000K,1577_7_10000K.jpg,14.36653726,,2,76,4,0.7,0.57,"This is an image with a forest background, featuring a couple taking wedding photos. The bride, dressed in a white wedding gown, and the groom, wearing a suit, are standing amidst the trees, holding a bouquet of flowers. Beside them, there is a sign that reads ""LOVE IS ALL AROUND."" This image is part of wedding photography.",1,4800,1,0.522782999
