pair,FileName,Subfolder,ImageName,deltaE2000,Description,Majority_Label,Confidence
pair_3740,a3876-dgw_114,5800K,a3876-dgw_114_5800K.jpg,8.810192504,"This is an image of an indoor setting with a still life depiction of flowers. The sunflowers are the visual focal point, surrounded by other flowers. The overall presentation exudes a colorful atmosphere and falls under the category of floral photography.",-1,0.728217778
pair_3741,a3876-dgw_114,3400K,a3876-dgw_114_3400K.jpg,15.08516721,"This is an image of an indoor setting with a still life depiction of flowers. The sunflowers are the visual focal point, surrounded by other flowers. The overall presentation exudes a colorful atmosphere and falls under the category of floral photography.",1,0.594360938
pair_3741,a3876-dgw_114,10000K,a3876-dgw_114_10000K.jpg,16.53605247,"This is an image of an indoor setting with a still life depiction of flowers. The sunflowers are the visual focal point, surrounded by other flowers. The overall presentation exudes a colorful atmosphere and falls under the category of floral photography.",-1,0.594360938
pair_3742,a3876-dgw_114,4550K,a3876-dgw_114_gt.jpg,0,"This is an image of an indoor setting with a still life depiction of flowers. The sunflowers are the visual focal point, surrounded by other flowers. The overall presentation exudes a colorful atmosphere and falls under the category of floral photography.",1,1
pair_3742,a3876-dgw_114,5800K,a3876-dgw_114_5800K.jpg,8.810192504,"This is an image of an indoor setting with a still life depiction of flowers. The sunflowers are the visual focal point, surrounded by other flowers. The overall presentation exudes a colorful atmosphere and falls under the category of floral photography.",-1,1
pair_3743,a3876-dgw_114,4550K,a3876-dgw_114_gt.jpg,0,"This is an image of an indoor setting with a still life depiction of flowers. The sunflowers are the visual focal point, surrounded by other flowers. The overall presentation exudes a colorful atmosphere and falls under the category of floral photography.",1,1
pair_3743,a3876-dgw_114,3800K,a3876-dgw_114_3800K.jpg,8.887485525,"This is an image of an indoor setting with a still life depiction of flowers. The sunflowers are the visual focal point, surrounded by other flowers. The overall presentation exudes a colorful atmosphere and falls under the category of floral photography.",-1,1
pair_3744,a3876-dgw_114,4550K,a3876-dgw_114_gt.jpg,0,"This is an image of an indoor setting with a still life depiction of flowers. The sunflowers are the visual focal point, surrounded by other flowers. The overall presentation exudes a colorful atmosphere and falls under the category of floral photography.",1,1
pair_3744,a3876-dgw_114,3400K,a3876-dgw_114_3400K.jpg,15.08516721,"This is an image of an indoor setting with a still life depiction of flowers. The sunflowers are the visual focal point, surrounded by other flowers. The overall presentation exudes a colorful atmosphere and falls under the category of floral photography.",-1,1
pair_3745,a3876-dgw_114,4550K,a3876-dgw_114_gt.jpg,0,"This is an image of an indoor setting with a still life depiction of flowers. The sunflowers are the visual focal point, surrounded by other flowers. The overall presentation exudes a colorful atmosphere and falls under the category of floral photography.",1,1
pair_3745,a3876-dgw_114,10000K,a3876-dgw_114_10000K.jpg,16.53605247,"This is an image of an indoor setting with a still life depiction of flowers. The sunflowers are the visual focal point, surrounded by other flowers. The overall presentation exudes a colorful atmosphere and falls under the category of floral photography.",-1,1
pair_3746,a3876-dgw_114,4550K,a3876-dgw_114_gt.jpg,0,"This is an image of an indoor setting with a still life depiction of flowers. The sunflowers are the visual focal point, surrounded by other flowers. The overall presentation exudes a colorful atmosphere and falls under the category of floral photography.",1,1
pair_3746,a3876-dgw_114,3000K,a3876-dgw_114_3000K.jpg,22.34944094,"This is an image of an indoor setting with a still life depiction of flowers. The sunflowers are the visual focal point, surrounded by other flowers. The overall presentation exudes a colorful atmosphere and falls under the category of floral photography.",-1,1
pair_3747,a3876-dgw_114,4550K,a3876-dgw_114_gt.jpg,0,"This is an image of an indoor setting with a still life depiction of flowers. The sunflowers are the visual focal point, surrounded by other flowers. The overall presentation exudes a colorful atmosphere and falls under the category of floral photography.",1,1
pair_3747,a3876-dgw_114,2600K,a3876-dgw_114_2600K.jpg,30.83524114,"This is an image of an indoor setting with a still life depiction of flowers. The sunflowers are the visual focal point, surrounded by other flowers. The overall presentation exudes a colorful atmosphere and falls under the category of floral photography.",-1,1
pair_3748,a3876-dgw_114,4550K,a3876-dgw_114_gt.jpg,0,"This is an image of an indoor setting with a still life depiction of flowers. The sunflowers are the visual focal point, surrounded by other flowers. The overall presentation exudes a colorful atmosphere and falls under the category of floral photography.",1,1
pair_3748,a3876-dgw_114,2000K,a3876-dgw_114_2000K.jpg,38.26958125,"This is an image of an indoor setting with a still life depiction of flowers. The sunflowers are the visual focal point, surrounded by other flowers. The overall presentation exudes a colorful atmosphere and falls under the category of floral photography.",-1,1
pair_3749,a3889-jmac_MG_1181,4000K,a3889-jmac_MG_1181_4000K.jpg,9.031206072,"This is an image of a natural river and the scenery along its banks, with the theme of depicting the tranquility of nature and the lushness of the vegetation. The river winds through forests and meadows, and in the distance, there are mist-covered woods. It belongs to landscape photography.",1,0.728217778
pair_3749,a3889-jmac_MG_1181,5800K,a3889-jmac_MG_1181_5800K.jpg,6.497335465,"This is an image of a natural river and the scenery along its banks, with the theme of depicting the tranquility of nature and the lushness of the vegetation. The river winds through forests and meadows, and in the distance, there are mist-covered woods. It belongs to landscape photography.",-1,0.728217778
pair_375,a0332-IMG_0010,4850K,a0332-IMG_0010_gt.jpg,0,"This is an image of a forest, featuring natural landscapes and lush vegetation. The scene depicts dense ferns covering the ground, surrounded by towering trees, which conveys a sense of tranquility and freshness. It belongs to landscape photography.",1,1
pair_375,a0332-IMG_0010,2600K,a0332-IMG_0010_2600K.jpg,32.39250317,"This is an image of a forest, featuring natural landscapes and lush vegetation. The scene depicts dense ferns covering the ground, surrounded by towering trees, which conveys a sense of tranquility and freshness. It belongs to landscape photography.",-1,1
pair_3750,a3889-jmac_MG_1181,3400K,a3889-jmac_MG_1181_3400K.jpg,15.25107305,"This is an image of a natural river and the scenery along its banks, with the theme of depicting the tranquility of nature and the lushness of the vegetation. The river winds through forests and meadows, and in the distance, there are mist-covered woods. It belongs to landscape photography.",-1,0.522782999
pair_3750,a3889-jmac_MG_1181,7000K,a3889-jmac_MG_1181_7000K.jpg,11.69814756,"This is an image of a natural river and the scenery along its banks, with the theme of depicting the tranquility of nature and the lushness of the vegetation. The river winds through forests and meadows, and in the distance, there are mist-covered woods. It belongs to landscape photography.",1,0.522782999
pair_3751,a3889-jmac_MG_1181,2800K,a3889-jmac_MG_1181_2800K.jpg,21.56417829,"This is an image of a natural river and the scenery along its banks, with the theme of depicting the tranquility of nature and the lushness of the vegetation. The river winds through forests and meadows, and in the distance, there are mist-covered woods. It belongs to landscape photography.",-1,0.728217778
pair_3751,a3889-jmac_MG_1181,10000K,a3889-jmac_MG_1181_10000K.jpg,17.25323306,"This is an image of a natural river and the scenery along its banks, with the theme of depicting the tranquility of nature and the lushness of the vegetation. The river winds through forests and meadows, and in the distance, there are mist-covered woods. It belongs to landscape photography.",1,0.728217778
pair_3752,a3889-jmac_MG_1181,4950K,a3889-jmac_MG_1181_gt.jpg,0,"This is an image of a natural river and the scenery along its banks, with the theme of depicting the tranquility of nature and the lushness of the vegetation. The river winds through forests and meadows, and in the distance, there are mist-covered woods. It belongs to landscape photography.",1,1
pair_3752,a3889-jmac_MG_1181,5800K,a3889-jmac_MG_1181_5800K.jpg,6.497335465,"This is an image of a natural river and the scenery along its banks, with the theme of depicting the tranquility of nature and the lushness of the vegetation. The river winds through forests and meadows, and in the distance, there are mist-covered woods. It belongs to landscape photography.",-1,1
pair_3753,a3889-jmac_MG_1181,4950K,a3889-jmac_MG_1181_gt.jpg,0,"This is an image of a natural river and the scenery along its banks, with the theme of depicting the tranquility of nature and the lushness of the vegetation. The river winds through forests and meadows, and in the distance, there are mist-covered woods. It belongs to landscape photography.",1,1
pair_3753,a3889-jmac_MG_1181,4000K,a3889-jmac_MG_1181_4000K.jpg,9.031206072,"This is an image of a natural river and the scenery along its banks, with the theme of depicting the tranquility of nature and the lushness of the vegetation. The river winds through forests and meadows, and in the distance, there are mist-covered woods. It belongs to landscape photography.",-1,1
pair_3754,a3889-jmac_MG_1181,4950K,a3889-jmac_MG_1181_gt.jpg,0,"This is an image of a natural river and the scenery along its banks, with the theme of depicting the tranquility of nature and the lushness of the vegetation. The river winds through forests and meadows, and in the distance, there are mist-covered woods. It belongs to landscape photography.",1,1
pair_3754,a3889-jmac_MG_1181,7000K,a3889-jmac_MG_1181_7000K.jpg,11.69814756,"This is an image of a natural river and the scenery along its banks, with the theme of depicting the tranquility of nature and the lushness of the vegetation. The river winds through forests and meadows, and in the distance, there are mist-covered woods. It belongs to landscape photography.",-1,1
pair_3755,a3889-jmac_MG_1181,4950K,a3889-jmac_MG_1181_gt.jpg,0,"This is an image of a natural river and the scenery along its banks, with the theme of depicting the tranquility of nature and the lushness of the vegetation. The river winds through forests and meadows, and in the distance, there are mist-covered woods. It belongs to landscape photography.",1,1
pair_3755,a3889-jmac_MG_1181,3400K,a3889-jmac_MG_1181_3400K.jpg,15.25107305,"This is an image of a natural river and the scenery along its banks, with the theme of depicting the tranquility of nature and the lushness of the vegetation. The river winds through forests and meadows, and in the distance, there are mist-covered woods. It belongs to landscape photography.",-1,1
pair_3756,a3889-jmac_MG_1181,4950K,a3889-jmac_MG_1181_gt.jpg,0,"This is an image of a natural river and the scenery along its banks, with the theme of depicting the tranquility of nature and the lushness of the vegetation. The river winds through forests and meadows, and in the distance, there are mist-covered woods. It belongs to landscape photography.",1,1
pair_3756,a3889-jmac_MG_1181,10000K,a3889-jmac_MG_1181_10000K.jpg,17.25323306,"This is an image of a natural river and the scenery along its banks, with the theme of depicting the tranquility of nature and the lushness of the vegetation. The river winds through forests and meadows, and in the distance, there are mist-covered woods. It belongs to landscape photography.",-1,1
pair_3757,a3889-jmac_MG_1181,4950K,a3889-jmac_MG_1181_gt.jpg,0,"This is an image of a natural river and the scenery along its banks, with the theme of depicting the tranquility of nature and the lushness of the vegetation. The river winds through forests and meadows, and in the distance, there are mist-covered woods. It belongs to landscape photography.",1,1
pair_3757,a3889-jmac_MG_1181,2800K,a3889-jmac_MG_1181_2800K.jpg,21.56417829,"This is an image of a natural river and the scenery along its banks, with the theme of depicting the tranquility of nature and the lushness of the vegetation. The river winds through forests and meadows, and in the distance, there are mist-covered woods. It belongs to landscape photography.",-1,1
pair_3758,a3889-jmac_MG_1181,4950K,a3889-jmac_MG_1181_gt.jpg,0,"This is an image of a natural river and the scenery along its banks, with the theme of depicting the tranquility of nature and the lushness of the vegetation. The river winds through forests and meadows, and in the distance, there are mist-covered woods. It belongs to landscape photography.",1,1
pair_3758,a3889-jmac_MG_1181,2000K,a3889-jmac_MG_1181_2000K.jpg,29.6017426,"This is an image of a natural river and the scenery along its banks, with the theme of depicting the tranquility of nature and the lushness of the vegetation. The river winds through forests and meadows, and in the distance, there are mist-covered woods. It belongs to landscape photography.",-1,1
pair_3759,a3914-DSC_0002-1,3600K,a3914-DSC_0002-1_3600K.jpg,6.356570393,"This is an image of an indoor corridor, with a theme of tranquility and order. Several paintings and windows adorn the walls on both sides. The floor is covered with a red carpet, and multiple light fixtures are suspended from the ceiling, making it a piece of architectural photography.",1,0.728217778
pair_3759,a3914-DSC_0002-1,5200K,a3914-DSC_0002-1_5200K.jpg,9.72071631,"This is an image of an indoor corridor, with a theme of tranquility and order. Several paintings and windows adorn the walls on both sides. The floor is covered with a red carpet, and multiple light fixtures are suspended from the ceiling, making it a piece of architectural photography.",-1,0.728217778
pair_376,a0332-IMG_0010,4850K,a0332-IMG_0010_gt.jpg,0,"This is an image of a forest, featuring natural landscapes and lush vegetation. The scene depicts dense ferns covering the ground, surrounded by towering trees, which conveys a sense of tranquility and freshness. It belongs to landscape photography.",1,1
pair_376,a0332-IMG_0010,2400K,a0332-IMG_0010_2400K.jpg,38.97375269,"This is an image of a forest, featuring natural landscapes and lush vegetation. The scene depicts dense ferns covering the ground, surrounded by towering trees, which conveys a sense of tranquility and freshness. It belongs to landscape photography.",-1,1
pair_3760,a3914-DSC_0002-1,3200K,a3914-DSC_0002-1_3200K.jpg,13.78661686,"This is an image of an indoor corridor, with a theme of tranquility and order. Several paintings and windows adorn the walls on both sides. The floor is covered with a red carpet, and multiple light fixtures are suspended from the ceiling, making it a piece of architectural photography.",1,0.728217778
pair_3760,a3914-DSC_0002-1,10000K,a3914-DSC_0002-1_10000K.jpg,17.07580248,"This is an image of an indoor corridor, with a theme of tranquility and order. Several paintings and windows adorn the walls on both sides. The floor is covered with a red carpet, and multiple light fixtures are suspended from the ceiling, making it a piece of architectural photography.",-1,0.728217778
pair_3761,a3914-DSC_0002-1,4000K,a3914-DSC_0002-1_gt.jpg,0,"This is an image of an indoor corridor, with a theme of tranquility and order. Several paintings and windows adorn the walls on both sides. The floor is covered with a red carpet, and multiple light fixtures are suspended from the ceiling, making it a piece of architectural photography.",1,1
pair_3761,a3914-DSC_0002-1,3600K,a3914-DSC_0002-1_3600K.jpg,6.356570393,"This is an image of an indoor corridor, with a theme of tranquility and order. Several paintings and windows adorn the walls on both sides. The floor is covered with a red carpet, and multiple light fixtures are suspended from the ceiling, making it a piece of architectural photography.",-1,1
pair_3762,a3914-DSC_0002-1,4000K,a3914-DSC_0002-1_gt.jpg,0,"This is an image of an indoor corridor, with a theme of tranquility and order. Several paintings and windows adorn the walls on both sides. The floor is covered with a red carpet, and multiple light fixtures are suspended from the ceiling, making it a piece of architectural photography.",1,1
pair_3762,a3914-DSC_0002-1,5200K,a3914-DSC_0002-1_5200K.jpg,9.72071631,"This is an image of an indoor corridor, with a theme of tranquility and order. Several paintings and windows adorn the walls on both sides. The floor is covered with a red carpet, and multiple light fixtures are suspended from the ceiling, making it a piece of architectural photography.",-1,1
pair_3763,a3914-DSC_0002-1,4000K,a3914-DSC_0002-1_gt.jpg,0,"This is an image of an indoor corridor, with a theme of tranquility and order. Several paintings and windows adorn the walls on both sides. The floor is covered with a red carpet, and multiple light fixtures are suspended from the ceiling, making it a piece of architectural photography.",1,1
pair_3763,a3914-DSC_0002-1,3200K,a3914-DSC_0002-1_3200K.jpg,13.78661686,"This is an image of an indoor corridor, with a theme of tranquility and order. Several paintings and windows adorn the walls on both sides. The floor is covered with a red carpet, and multiple light fixtures are suspended from the ceiling, making it a piece of architectural photography.",-1,1
pair_3764,a3914-DSC_0002-1,4000K,a3914-DSC_0002-1_gt.jpg,0,"This is an image of an indoor corridor, with a theme of tranquility and order. Several paintings and windows adorn the walls on both sides. The floor is covered with a red carpet, and multiple light fixtures are suspended from the ceiling, making it a piece of architectural photography.",1,1
pair_3764,a3914-DSC_0002-1,10000K,a3914-DSC_0002-1_10000K.jpg,17.07580248,"This is an image of an indoor corridor, with a theme of tranquility and order. Several paintings and windows adorn the walls on both sides. The floor is covered with a red carpet, and multiple light fixtures are suspended from the ceiling, making it a piece of architectural photography.",-1,1
pair_3765,a3914-DSC_0002-1,4000K,a3914-DSC_0002-1_gt.jpg,0,"This is an image of an indoor corridor, with a theme of tranquility and order. Several paintings and windows adorn the walls on both sides. The floor is covered with a red carpet, and multiple light fixtures are suspended from the ceiling, making it a piece of architectural photography.",1,1
pair_3765,a3914-DSC_0002-1,2800K,a3914-DSC_0002-1_2800K.jpg,22.00113003,"This is an image of an indoor corridor, with a theme of tranquility and order. Several paintings and windows adorn the walls on both sides. The floor is covered with a red carpet, and multiple light fixtures are suspended from the ceiling, making it a piece of architectural photography.",-1,1
pair_3766,a3914-DSC_0002-1,4000K,a3914-DSC_0002-1_gt.jpg,0,"This is an image of an indoor corridor, with a theme of tranquility and order. Several paintings and windows adorn the walls on both sides. The floor is covered with a red carpet, and multiple light fixtures are suspended from the ceiling, making it a piece of architectural photography.",1,1
pair_3766,a3914-DSC_0002-1,2400K,a3914-DSC_0002-1_2400K.jpg,29.97777361,"This is an image of an indoor corridor, with a theme of tranquility and order. Several paintings and windows adorn the walls on both sides. The floor is covered with a red carpet, and multiple light fixtures are suspended from the ceiling, making it a piece of architectural photography.",-1,1
pair_3767,a3914-DSC_0002-1,4000K,a3914-DSC_0002-1_gt.jpg,0,"This is an image of an indoor corridor, with a theme of tranquility and order. Several paintings and windows adorn the walls on both sides. The floor is covered with a red carpet, and multiple light fixtures are suspended from the ceiling, making it a piece of architectural photography.",1,1
pair_3767,a3914-DSC_0002-1,2000K,a3914-DSC_0002-1_2000K.jpg,36.21236442,"This is an image of an indoor corridor, with a theme of tranquility and order. Several paintings and windows adorn the walls on both sides. The floor is covered with a red carpet, and multiple light fixtures are suspended from the ceiling, making it a piece of architectural photography.",-1,1
pair_3768,a3931-_DGW6259,3200K,a3931-_DGW6259_3200K.jpg,7.461219763,"This is an image of an indoor flower display set in a flower-decorated interior environment. The focal point is several blooming small pink flowers, with some other colored flowers visible in the background. It showcases the diverse beauty of flowers and belongs to still life photography.",-1,0.522782999
pair_3768,a3931-_DGW6259,4800K,a3931-_DGW6259_4800K.jpg,8.536605242,"This is an image of an indoor flower display set in a flower-decorated interior environment. The focal point is several blooming small pink flowers, with some other colored flowers visible in the background. It showcases the diverse beauty of flowers and belongs to still life photography.",1,0.522782999
pair_3769,a3931-_DGW6259,2800K,a3931-_DGW6259_2800K.jpg,13.43538608,"This is an image of an indoor flower display set in a flower-decorated interior environment. The focal point is several blooming small pink flowers, with some other colored flowers visible in the background. It showcases the diverse beauty of flowers and belongs to still life photography.",-1,0.522782999
pair_3769,a3931-_DGW6259,6200K,a3931-_DGW6259_6200K.jpg,15.10252886,"This is an image of an indoor flower display set in a flower-decorated interior environment. The focal point is several blooming small pink flowers, with some other colored flowers visible in the background. It showcases the diverse beauty of flowers and belongs to still life photography.",1,0.522782999
pair_377,a0332-IMG_0010,4850K,a0332-IMG_0010_gt.jpg,0,"This is an image of a forest, featuring natural landscapes and lush vegetation. The scene depicts dense ferns covering the ground, surrounded by towering trees, which conveys a sense of tranquility and freshness. It belongs to landscape photography.",1,1
pair_377,a0332-IMG_0010,2000K,a0332-IMG_0010_2000K.jpg,50.54106029,"This is an image of a forest, featuring natural landscapes and lush vegetation. The scene depicts dense ferns covering the ground, surrounded by towering trees, which conveys a sense of tranquility and freshness. It belongs to landscape photography.",-1,1
pair_3770,a3931-_DGW6259,2400K,a3931-_DGW6259_2400K.jpg,19.89018087,"This is an image of an indoor flower display set in a flower-decorated interior environment. The focal point is several blooming small pink flowers, with some other colored flowers visible in the background. It showcases the diverse beauty of flowers and belongs to still life photography.",-1,0.728217778
pair_3770,a3931-_DGW6259,10000K,a3931-_DGW6259_10000K.jpg,21.49173163,"This is an image of an indoor flower display set in a flower-decorated interior environment. The focal point is several blooming small pink flowers, with some other colored flowers visible in the background. It showcases the diverse beauty of flowers and belongs to still life photography.",1,0.728217778
pair_3771,a3931-_DGW6259,3804K,a3931-_DGW6259_gt.jpg,0,"This is an image of an indoor flower display set in a flower-decorated interior environment. The focal point is several blooming small pink flowers, with some other colored flowers visible in the background. It showcases the diverse beauty of flowers and belongs to still life photography.",1,1
pair_3771,a3931-_DGW6259,3200K,a3931-_DGW6259_3200K.jpg,7.461219763,"This is an image of an indoor flower display set in a flower-decorated interior environment. The focal point is several blooming small pink flowers, with some other colored flowers visible in the background. It showcases the diverse beauty of flowers and belongs to still life photography.",-1,1
pair_3772,a3931-_DGW6259,3804K,a3931-_DGW6259_gt.jpg,0,"This is an image of an indoor flower display set in a flower-decorated interior environment. The focal point is several blooming small pink flowers, with some other colored flowers visible in the background. It showcases the diverse beauty of flowers and belongs to still life photography.",1,1
pair_3772,a3931-_DGW6259,4800K,a3931-_DGW6259_4800K.jpg,8.536605242,"This is an image of an indoor flower display set in a flower-decorated interior environment. The focal point is several blooming small pink flowers, with some other colored flowers visible in the background. It showcases the diverse beauty of flowers and belongs to still life photography.",-1,1
pair_3773,a3931-_DGW6259,3804K,a3931-_DGW6259_gt.jpg,0,"This is an image of an indoor flower display set in a flower-decorated interior environment. The focal point is several blooming small pink flowers, with some other colored flowers visible in the background. It showcases the diverse beauty of flowers and belongs to still life photography.",1,1
pair_3773,a3931-_DGW6259,2800K,a3931-_DGW6259_2800K.jpg,13.43538608,"This is an image of an indoor flower display set in a flower-decorated interior environment. The focal point is several blooming small pink flowers, with some other colored flowers visible in the background. It showcases the diverse beauty of flowers and belongs to still life photography.",-1,1
pair_3774,a3931-_DGW6259,3804K,a3931-_DGW6259_gt.jpg,0,"This is an image of an indoor flower display set in a flower-decorated interior environment. The focal point is several blooming small pink flowers, with some other colored flowers visible in the background. It showcases the diverse beauty of flowers and belongs to still life photography.",1,1
pair_3774,a3931-_DGW6259,6200K,a3931-_DGW6259_6200K.jpg,15.10252886,"This is an image of an indoor flower display set in a flower-decorated interior environment. The focal point is several blooming small pink flowers, with some other colored flowers visible in the background. It showcases the diverse beauty of flowers and belongs to still life photography.",-1,1
pair_3775,a3931-_DGW6259,3804K,a3931-_DGW6259_gt.jpg,0,"This is an image of an indoor flower display set in a flower-decorated interior environment. The focal point is several blooming small pink flowers, with some other colored flowers visible in the background. It showcases the diverse beauty of flowers and belongs to still life photography.",1,1
pair_3775,a3931-_DGW6259,2400K,a3931-_DGW6259_2400K.jpg,19.89018087,"This is an image of an indoor flower display set in a flower-decorated interior environment. The focal point is several blooming small pink flowers, with some other colored flowers visible in the background. It showcases the diverse beauty of flowers and belongs to still life photography.",-1,1
pair_3776,a3931-_DGW6259,3804K,a3931-_DGW6259_gt.jpg,0,"This is an image of an indoor flower display set in a flower-decorated interior environment. The focal point is several blooming small pink flowers, with some other colored flowers visible in the background. It showcases the diverse beauty of flowers and belongs to still life photography.",1,1
pair_3776,a3931-_DGW6259,10000K,a3931-_DGW6259_10000K.jpg,21.49173163,"This is an image of an indoor flower display set in a flower-decorated interior environment. The focal point is several blooming small pink flowers, with some other colored flowers visible in the background. It showcases the diverse beauty of flowers and belongs to still life photography.",-1,1
pair_3777,a3931-_DGW6259,3804K,a3931-_DGW6259_gt.jpg,0,"This is an image of an indoor flower display set in a flower-decorated interior environment. The focal point is several blooming small pink flowers, with some other colored flowers visible in the background. It showcases the diverse beauty of flowers and belongs to still life photography.",1,1
pair_3777,a3931-_DGW6259,2000K,a3931-_DGW6259_2000K.jpg,27.29614387,"This is an image of an indoor flower display set in a flower-decorated interior environment. The focal point is several blooming small pink flowers, with some other colored flowers visible in the background. It showcases the diverse beauty of flowers and belongs to still life photography.",-1,1
pair_3778,a3936-jmac_DSC3823,4600K,a3936-jmac_DSC3823_4600K.jpg,6.641068067,"This is an image of a religious building, depicting an Orthodox church under a sunny sky. The church features striking blue and gold domes, symbolizing the traditional Russian architectural style, with construction scaffolding set up beside it. The theme is to showcase the magnificence of the architecture and the sacred atmosphere of religion, classifying it as architectural photography.",-1,0.522782999
pair_3778,a3936-jmac_DSC3823,6200K,a3936-jmac_DSC3823_6200K.jpg,6.677584261,"This is an image of a religious building, depicting an Orthodox church under a sunny sky. The church features striking blue and gold domes, symbolizing the traditional Russian architectural style, with construction scaffolding set up beside it. The theme is to showcase the magnificence of the architecture and the sacred atmosphere of religion, classifying it as architectural photography.",1,0.522782999
pair_3779,a3936-jmac_DSC3823,4000K,a3936-jmac_DSC3823_4000K.jpg,11.5640111,"This is an image of a religious building, depicting an Orthodox church under a sunny sky. The church features striking blue and gold domes, symbolizing the traditional Russian architectural style, with construction scaffolding set up beside it. The theme is to showcase the magnificence of the architecture and the sacred atmosphere of religion, classifying it as architectural photography.",-1,0.594360938
pair_3779,a3936-jmac_DSC3823,7400K,a3936-jmac_DSC3823_7400K.jpg,11.96215755,"This is an image of a religious building, depicting an Orthodox church under a sunny sky. The church features striking blue and gold domes, symbolizing the traditional Russian architectural style, with construction scaffolding set up beside it. The theme is to showcase the magnificence of the architecture and the sacred atmosphere of religion, classifying it as architectural photography.",1,0.594360938
pair_378,a0338-WP_CRW_9580,4000K,a0338-WP_CRW_9580_4000K.jpg,4.040315417,"This is an image of an outdoor scene covered in white snow, featuring a horse walking in the snow. Snowflakes are kicked up by the horse's hooves, and the rider's black boots can also be seen in the picture. It belongs to the category of animal photography.",-1,0.522782999
pair_378,a0338-WP_CRW_9580,6600K,a0338-WP_CRW_9580_6600K.jpg,6.403831638,"This is an image of an outdoor scene covered in white snow, featuring a horse walking in the snow. Snowflakes are kicked up by the horse's hooves, and the rider's black boots can also be seen in the picture. It belongs to the category of animal photography.",1,0.522782999
pair_3780,a3936-jmac_DSC3823,3400K,a3936-jmac_DSC3823_3400K.jpg,15.64714111,"This is an image of a religious building, depicting an Orthodox church under a sunny sky. The church features striking blue and gold domes, symbolizing the traditional Russian architectural style, with construction scaffolding set up beside it. The theme is to showcase the magnificence of the architecture and the sacred atmosphere of religion, classifying it as architectural photography.",-1,0.728217778
pair_3780,a3936-jmac_DSC3823,10000K,a3936-jmac_DSC3823_10000K.jpg,17.79159424,"This is an image of a religious building, depicting an Orthodox church under a sunny sky. The church features striking blue and gold domes, symbolizing the traditional Russian architectural style, with construction scaffolding set up beside it. The theme is to showcase the magnificence of the architecture and the sacred atmosphere of religion, classifying it as architectural photography.",1,0.728217778
pair_3781,a3936-jmac_DSC3823,5346K,a3936-jmac_DSC3823_gt.jpg,0,"This is an image of a religious building, depicting an Orthodox church under a sunny sky. The church features striking blue and gold domes, symbolizing the traditional Russian architectural style, with construction scaffolding set up beside it. The theme is to showcase the magnificence of the architecture and the sacred atmosphere of religion, classifying it as architectural photography.",1,1
pair_3781,a3936-jmac_DSC3823,4600K,a3936-jmac_DSC3823_4600K.jpg,6.641068067,"This is an image of a religious building, depicting an Orthodox church under a sunny sky. The church features striking blue and gold domes, symbolizing the traditional Russian architectural style, with construction scaffolding set up beside it. The theme is to showcase the magnificence of the architecture and the sacred atmosphere of religion, classifying it as architectural photography.",-1,1
pair_3782,a3936-jmac_DSC3823,5346K,a3936-jmac_DSC3823_gt.jpg,0,"This is an image of a religious building, depicting an Orthodox church under a sunny sky. The church features striking blue and gold domes, symbolizing the traditional Russian architectural style, with construction scaffolding set up beside it. The theme is to showcase the magnificence of the architecture and the sacred atmosphere of religion, classifying it as architectural photography.",1,1
pair_3782,a3936-jmac_DSC3823,6200K,a3936-jmac_DSC3823_6200K.jpg,6.677584261,"This is an image of a religious building, depicting an Orthodox church under a sunny sky. The church features striking blue and gold domes, symbolizing the traditional Russian architectural style, with construction scaffolding set up beside it. The theme is to showcase the magnificence of the architecture and the sacred atmosphere of religion, classifying it as architectural photography.",-1,1
pair_3783,a3936-jmac_DSC3823,5346K,a3936-jmac_DSC3823_gt.jpg,0,"This is an image of a religious building, depicting an Orthodox church under a sunny sky. The church features striking blue and gold domes, symbolizing the traditional Russian architectural style, with construction scaffolding set up beside it. The theme is to showcase the magnificence of the architecture and the sacred atmosphere of religion, classifying it as architectural photography.",1,1
pair_3783,a3936-jmac_DSC3823,4000K,a3936-jmac_DSC3823_4000K.jpg,11.5640111,"This is an image of a religious building, depicting an Orthodox church under a sunny sky. The church features striking blue and gold domes, symbolizing the traditional Russian architectural style, with construction scaffolding set up beside it. The theme is to showcase the magnificence of the architecture and the sacred atmosphere of religion, classifying it as architectural photography.",-1,1
pair_3784,a3936-jmac_DSC3823,5346K,a3936-jmac_DSC3823_gt.jpg,0,"This is an image of a religious building, depicting an Orthodox church under a sunny sky. The church features striking blue and gold domes, symbolizing the traditional Russian architectural style, with construction scaffolding set up beside it. The theme is to showcase the magnificence of the architecture and the sacred atmosphere of religion, classifying it as architectural photography.",1,1
pair_3784,a3936-jmac_DSC3823,7400K,a3936-jmac_DSC3823_7400K.jpg,11.96215755,"This is an image of a religious building, depicting an Orthodox church under a sunny sky. The church features striking blue and gold domes, symbolizing the traditional Russian architectural style, with construction scaffolding set up beside it. The theme is to showcase the magnificence of the architecture and the sacred atmosphere of religion, classifying it as architectural photography.",-1,1
pair_3785,a3936-jmac_DSC3823,5346K,a3936-jmac_DSC3823_gt.jpg,0,"This is an image of a religious building, depicting an Orthodox church under a sunny sky. The church features striking blue and gold domes, symbolizing the traditional Russian architectural style, with construction scaffolding set up beside it. The theme is to showcase the magnificence of the architecture and the sacred atmosphere of religion, classifying it as architectural photography.",1,1
